사업장명,분류,카카오맵ID,리뷰어이름,리뷰어레벨,후기개수,별점평균,팔로워수,작성일,별점,리뷰내용,사진URL
주재,칵테일바,636880537,영구,12,17,4.1,1,2024.05.01.,5.0,N/A,N/A
주재,칵테일바,636880537,은행알,13,19,4.4,2,2024.03.23.,5.0,N/A,N/A
주재,칵테일바,636880537,ㄴㄱㅂ,41,292,2.5,25,2024.03.13.,5.0,N/A,N/A
주재,칵테일바,636880537,아지라이더,23,56,3.7,3,2024.02.27.,5.0,"캐주얼 앤 모던.스피크이지 스타일이 아니기 때문에 주는 마음이 편해지는 구석이 있습니다.두 사장님은 무척친절하시고, 칵테일의 구성 그리고 개별 칵테일의 변형도 깔끔하고 흥미롭습니다.무엇보다 화장실이 깨끗하고 취객 최대 위기인 화장실에서 삐끗의 위기가 적어 좋아요.다만 계단으로 올라가야 하기에 다리가 불편하시다면 그 지점은 조금 염두를.멋진 가게이니 칵테일을 좋아하신다면 꼭 방문해보세요.","['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F7e908367b5bec9b7eb9531dc37869410046275ab%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F7f88ac2b0a481a97884102a4790e380b6214f66b%3Foriginal']"
주재,칵테일바,636880537,마지막 탄피,14,33,4.7,2,2023.09.22.,5.0,연남동 최고 바!,N/A
주재,칵테일바,636880537,햅삐,26,210,4.3,8,2023.08.30.,5.0,사랑하지 않을 수 없는 곳 😃~ 영원히 단골해~,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa84559ea3b0f6413a524e9766fd4cb0bdd024cb1%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F52ba81a36ec27ab7bad6c737e4d2548137987965%3Foriginal']"
주재,칵테일바,636880537,Lucy,3,1,5,0,2023.07.19.,5.0,칵테일들도 퀄리티가 좋고 분위기가 깔끕하면서도 모던하다. 칵테일 퀄리티를 느끼고 싶으면서 분위기 좋은 연남 데이트 약속 장소같은 느낌? ㅠㅠ 하.. 그냥 조아요.. 그냥 가세요,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F1b87db6cf2b2084d2270222fad95290a1fba2c5facef47981ec18124f8e2a125']
주재,칵테일바,636880537,유미화,9,5,4.2,0,2023.07.07.,5.0,"칵테일 너무 맛있고, 나무 느낌 물씬 나는 공간!","['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F4bde26a0649ff6165c12d15b70b5a058bb1e70fc%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Faabc33da2472c326cc64761fefc800f8162a00ae%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa83d95179f3f93bcec8a8b1f9eeb7db985ea1257%3Foriginal']"
우라프라우드,태국음식,476128786,제은,8,4,4.3,0,2025.02.09.,2.0,후기가 너무 좋아서 기대 완전 많이 하고 가서 그런지 사실 실망했어요ㅜㅜ 향신료 맛 쎌 거 기대하고 갔는데 똠얌쌀국수도 밍밍한 느낌이고 팟타이두 새콤한 맛이 너무 없어서 레몬 더 달라고 해서 뿌려먹구 파인애플볶음밥도 약간 음.. 애매해요 아수웠어요.. 근데 직원분들은 정말 친절하셨어요!!! 아침에 홀에서는 저희가 첫 손님이었던 것 같은데 그래서 음 그런가? 싶기도 하구.. 태국 현지맛 아닌 거 같습니다… 큼..,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F93abd5a390ea4ed6002e93bfc7cbee87c6c21e87%3Foriginal']
우라프라우드,태국음식,476128786,ㅋㅋ,9,16,3.8,1,2024.12.04.,5.0,새우팟타이 맨날 먹을 자신 있음..너무 맛있어요.. 태국 살았던 친구가 현지에서 먹었던 것보다 맛있대요.. 진짜.. 다음에 또 갈 거임,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F2f9971863f59ac4d303dcf559b8b2a1ec3fa30a2%3Foriginal']
우라프라우드,태국음식,476128786,-,26,73,4.1,0,2024.09.15.,5.0,"ㄹㅇ 현지맛, 현지메뉴.... 망고밥 먹고싶었는데 품절이라 아쉬웠지만 이거파는곳이 있어서 신기ㅜ 담에 꼭 먹고싶어요","['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe2880186c26cbbd5f6bcfa50a769797f6b6a75fa%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fdb43f4db3b8e6218dc1e9600f252e8e04ede7c80%3Foriginal']"
우라프라우드,태국음식,476128786,Selly,49,163,4.3,239,2024.08.17.,5.0,태국분들이 운영하시는데 현지맛 그대로 너무 맛있어요 👍🏻❤️👍🏻❤️,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F2d6f6975899d6948920521d382e05ddf025cd328%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F229524eb6bfc53e1e3c6f987903794d2466128e0%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5a1000d411de0cec57083b93f5386cf1e9fa6b81%3Foriginal']"
우라프라우드,태국음식,476128786,딩가딩가,40,269,3.9,13,2024.07.29.,5.0,똠얌쌀국수 죽임,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fcb102a8e316598a092480839b0b659c5c684c3f0%3Foriginal']
우라프라우드,태국음식,476128786,셀린,12,14,4,1,2024.07.01.,5.0,옆 싱가폴 음식점 휴커보이 갔다가 문 닫아서 여기 왔는데 와!! 맛있어요 태국 밀크티도! 나만 알고싶은 찐맛집,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F44e7f4b6146cead37159f8a87cc41d950ace1088%3Foriginal']
우라프라우드,태국음식,476128786,LeeLee,4,3,3.7,0,2024.06.25.,5.0,배달만 여러번먹다가 궁금해서 매장방문.블랙타이거새우 크기보소. 또 가야지.,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F964ea593130b831bbfd1efa64a0d2d9a6151bd9e%3Foriginal']
우라프라우드,태국음식,476128786,준비되셨슈?,35,142,3.3,9,2024.05.27.,5.0,태국 안가도 되요 인테리어도 좋고 현지 셰프님이 직접 와우,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F3888ec30a4787ab8884bedc6e7cbd1038d538d58%3Foriginal']
우라프라우드,태국음식,476128786,😮,19,2,3,12,2024.05.01.,4.0,홍대에 있는 태국 음식 전문점태국 구운치킨은 고기가 살짝 맛있으면서 느끼한 맛. 완전 태국 음식 맛이다. 새로운 거 먹고 싶을 때 가면 좋을 가게 ! 직원 친절하다,N/A
우라프라우드,태국음식,476128786,예진커플,9,7,5,0,2024.04.02.,5.0,우라프라우드 (연남점) 똠양꿍 쌀국수 이집 양이 미쳤네요 재료를 아끼지 않습니다 새우도 한국새우 2~3배 크기에 무지 많아요 한입 호로록하니불닭 느낌처럼 톡 쏘는 느낌 이면서 태국식 특유의 향이 강하면서살짝 매콤 새콤 한  똠양의 맛 THE) 볶음밥은 무조건 같이 시키세요 현지인분들이 자주 오는 이유를 알겟어요 새우 🦐 팟타이 새우 무지 큰데 엄청 많이 있어요 새우 좋아 하시면 이집 가야 될정도로 많이 주십니다 팟타이 랑  똠양꿍은 따로 시키는걸 추천 드릴게요 호불호 좀 관립니다 팟카파오 무쌈 덮밥반숙 +다진 돼지 고기 올라갔는데 돼지고기는 무진장 많이줌  이집 가성비 대박 입니다 현지 셰프 가 직접 요리해서 태국 현지 음식맛이  지대로 입니다 40여가지의 태국 음식을 맥주 소주 와인과 즐길수 있어요 데이트 단체 모임 등 다 가능 합니다 똠양꿍쌀국수 14900새우 팟타이 15000팟카파오 무쌈 덮밥 15900,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F2423c8960673e61b46ff6d83e770c077ccb4a454%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F77b92a66c24548f157f430e92640a357211c56ca%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F2830d352577a3a93a685028136fab7fcd89f8e10%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F732c9567f218027325654f00044627d0887c9999%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F908b01d0e729152276bd10b067542ff7b08a11b8%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F545f0f13b7291b4bcc9364824d0c0982babf63df%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F68126925995bce0a10f21cc4a09dff331683cc55%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb4589c6d202e3058a84ba1b0eca86f46812aadd2%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fcb6de1468f0116604f96d26063202d79a3e29497%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F158f911fa559d96c3e76a034fbd3ba7a0a3a3962%3Foriginal']"
우라프라우드,태국음식,476128786,박 대박,4,3,5,0,2024.03.24.,5.0,평소에 태국음식 좋아해서 연남동쪽에 찾아봤더니 카페 분위기에 음식점이 있어서 방문태국스타일과 전혀 다른 분위기여서 좀 어리둥절 했는데 밝은 느낌의 카페 분위기에 통창으로 되어 있어서 좋긴 좋았움태국을 여러번 가봤고 성시경 먹을텐데 맛집도 가본터라 맛있으면 좋겠다 기대했는데 시킨 메뉴 전부 합격우선 현지인 요리사가 요리를 하고 타 프렌차이즈 대비 가격대도 훌륭태국음식이 생각보다 정말 맛있는데 여기 단골각,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb2946630a5a4dbd807c709301cee3d44ea81775517f2f4496096864f91e81117', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F00eabe3d57c183cad116d7e3cf3ce9661c85ed84451ce8547d7def825402e3e0', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb2880599d758213daabbe067a9feeff87e5841c0f1aa417afe4034917ff8b8b2']"
우라프라우드,태국음식,476128786,뚜비,16,27,3.2,1,2024.01.14.,5.0,안 쪽에 있어서 찾기 조금 힘들지만 너무 맛있어요 !! 태국에 온 느낌이 물씬듭니다 !!,N/A
우라프라우드,태국음식,476128786,엘란,20,37,4.3,0,2023.11.03.,5.0,연남동 숨은 맛집 태국음식점 우라프라우드매장 분위기도 좋고 깔끔해요.음식도 하나하나 정말 다 맛나게 잘 먹었습니다^^지도가 잘못 되어 있어요. 36길이 아니라 그 다음에 있는 38길에 위치해 있어요.,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ffb71056eddcf77a47e235d53c3aab96f98278ece3dfc9ce8f9ba5f07d15bd5b9', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa4e66a79d29a02071ded5355180a7358fbebf7ea1317d06e072cc590aff1746b', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F699af4bdcd388a0866c8bbcd9faf3d289b5d3e196a8efee2c1af7c54a1e3d2e2', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F877091c8cde8293afa33c942536d83d598d07ac08b3007e8ca06af87d9d54b38']"
토쿠이,일본식주점,1433214503,하승원,2,1,5,0,2025.05.16.,5.0,집 가는 길에 우연히 보여서 찾게 됐는데숯불향 잘 나게 야무진 요리 해주십니다맥주 근본 있게 잘 따라주시고기린 생맥도 이 가격이면 진짜 가성비라고 생각 됨야마자키DR도 판매해서 일본 좋아하시는 분들 오시면 좋을 것 같네요,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd25378df2f2cd099b237f0c8c0f847b7497189d6%3Foriginal']
토쿠이,일본식주점,1433214503,링링,3,1,5,0,2025.05.11.,5.0,음식들 진짜 맛있어서 계속 오고 싶어지는 곳임니다 분위기도 좋아서 데이트코스 무조건 추천드려요~~!,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F4c7897b5bfe6febf0920cc4a29c5bf040893784d%3Foriginal']
토쿠이,일본식주점,1433214503,김주훈,2,1,5,0,2025.05.09.,5.0,분위기 개쩔구 진짜 진짜 음식이 너무 맛있어요…일본 가고 싶어지는 분위기에 생맥주 한잔 마시면극락입니다…,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F20b18c941db24241e35cd77b0bf3ab665de068eb%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F7db5dc11959a367586b77028d59a76e8d076c13e%3Foriginal']"
토쿠이,일본식주점,1433214503,홍석호,2,1,5,0,2025.05.05.,5.0,토쿠이때문에 연남동으로 이사오고 싶어졌습니다가성비가 미쳤고 술과 메뉴들이 다 섹시푸드들밖에 없어서 싹싹김치 했습니다인테리어도 일본감성 미쳤고제 최애 이자카야로 딱 정했습니다일본가고싶은데 시간없으신분들은 토쿠이로 오십쇼화장실도 ㅎㅎ 와서 확인하십쇼 좋습니다👍,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F356d7898b84c2748e25d3d1c15233ae750cab2aa%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fdf61dff95f80e04d88a23271b3860f97bb77d2a0%3Foriginal']"
토쿠이,일본식주점,1433214503,서채완,6,3,5,1,2025.05.04.,5.0,너무너무 분위기도 좋구 ㅜㅜㅜㅜㅜ 음식은 진짜 짱!!!! 하이볼도 맛있었구요 전 청귤 하이볼 추천!!!!! 그리고 치킨 난반 마구이 파스타 먹었는데 진짜 존맛탱입니다 또 올꺼에요,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fff5b12fea55134eb4f5ffce562bd7e14540c3c10%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb052ce0950e954887a9c17a7763df8d373d15067%3Foriginal']"
토쿠이,일본식주점,1433214503,ㅎㅎ,2,1,5,0,2025.04.20.,5.0,"벌써 n번째 방문중인 제 최애 이자카야입니다,,,,🥹 안주들은 일본에서 먹는 것 보다 191872929배 맛있어요 아무거나 시켜도 성공인데 술도 미쳤습니다 이번에 직접 담그신 딸기소다도 존맛탱이에요 품절되기전에 무족권 와야함니다,,,!!!!!! 사장님들도 넘 친절하시구 매장분위기랑 특히 화장실 일본갬성 미쳐요..친구들 다 델꼬왔는데 실패가 없습니다 맨날올게요💕💕","['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd008921d18bc56e36865bc4556a01dacaf7b7b52%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa279fb588fca483d79f127983bd70dc327a5ffb3%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F65008c4345057013dc26be88fd29d110415e55ae%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ffed5dc813f0004948b9a6c75edf8bf4e2c535c48%3Foriginal']"
토쿠이,일본식주점,1433214503,박쏘,7,2,3,1,2025.04.13.,5.0,"일본 현지 분위기에 술이랑 안주까지 다 맛있는 곳!하이볼은 레몬 잔뜩 들어가서 상큼하고, 마구이는 불향+마요 조합이 진짜 계속 먹게 돼요.단새우 사시미는 말 그대로 미쳤음... 달달하고 비주얼도 예술!가볍게 한 잔하고 싶을 때 완전 추천해요!","['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd65f8d01a6432747a0e077dfa286a98ff07a3205%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5fc3f705d3b3273a0f829cb496d7e362da7fbf32%3Foriginal']"
토쿠이,일본식주점,1433214503,뫄,11,3,4.3,0,2025.04.10.,3.0,"음식은 괜찮았습니다. 다만 화장실을 이용하며 너무 불쾌했습니다. 왜 화장실을 이용하며 여성이 철저히 대상화된 헐벗은 사진들을 봐야하는지, 굳이 이런 취향을 봐야하는지 모르겠어요. 여성 고객으로서는 상당히 좋지 않은 경험이었습니다. 별에 별 범죄가 다 있는 세상이다보니 이런 인상의 화장실에서는 불법촬영 카메라 등 안전상 문제도 염려하게 됩니다. 서비스, 맛 다 괜찮았는데 화장실 때문에 좋은 인상이 와르르 무너져 이용경험이 부정적으로 남는 고객도 있다는 걸 알아주셨으면 좋겠습니다. 몇번 방문했던 지인도 여기 왔다고하니 화장실 이야기부터 하더라고요","['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F266081951a0a2c55311e54ab2a61639540d569e6%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fccc42c5998372ea87cc44f6447b9d52ab314df51%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5142f679d305f2968eccd32a5ef532e7155b508a%3Foriginal']"
토쿠이,일본식주점,1433214503,세모눈,40,156,4.6,15,2025.03.26.,5.0,점점 유명해지고 있어서 좋은데 싫고 좋아요 . .음식이 전부 너무 느끼하거나 자극적이지 않고 무난해서 특별한 맛이 아닌데도 계속 먹게 돼요. 주말에는 조금 일찍가야 웨이팅 없습니다!,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F34def43148c3ac98a61a99fdb9b086a42dd58cbf%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F26ad666bd95b5996c75ee30023765d4e6102a3be%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F9675d328352f004b7f37c2422d7f28e67c43b1db%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F35395b93c1d12f4a82765c4b9efcb3929e10dd3c%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F97d9fdf0da283ef3080dfcfbee5edfe2b3acbe69%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F11d9f632acd33776171a584261151c1673de3024%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F815c030316c1c7f41e6b8e133cecd621dcc840f5%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff5aced217348424b230d9d826ef3463abc7b4c84%3Foriginal']"
토쿠이,일본식주점,1433214503,고구미,5,3,5,0,2025.02.15.,5.0,아래 후기처럼 술을 다 안마셨는데 계속 잔을 치우셔서 잔 뺏길까봐 주의하면서 먹어야해서 불편했어요.  다 먹었는지 물어보고 치우신다고 아래 댓글에 답글 다신거 봤는데 “잔 치워드릴까요?” 라고 물어보시긴 하는데 대답을 안듣고 잔을 손으로 잡고 치우십니다.한모금 남은것도 아니고 1/3이 남아서 아직 안먹었다고 말씀드렸는데 그 이후로 두번을 더 가져가려고 잔을 잡으셨어요..;;잔 치워도 된다고 했을 때 치워주셨으면 불편하지 않을 것 같아요. 이 점만 없으면 안주 다 맛있고 정말 좋은 집입니다.,N/A
토쿠이,일본식주점,1433214503,조자운,14,13,4.7,2,2025.02.09.,5.0,가지구이 최고...,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb972ec8b8532319ea627a5d92ddd99e897aa83ba%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb33478eaa71f17dcd7d998e01ccd64b0b1f8cc7f%3Foriginal']"
토쿠이,일본식주점,1433214503,몰랑이,22,44,4.5,1,2025.01.27.,5.0,N/A,N/A
토쿠이,일본식주점,1433214503,츠이크,22,38,3.9,3,2025.01.26.,3.0,엄청 기대하고 갔는데 그정도는 아니었음치킨난반 너무 기름지고 명란 저거는 그냥 무난무난인기 많은 집이라 웨이팅이 정말 너무너무 길었다 꼭 예약하세요 그리고 알바생 잘생김 라이즈 원빈 닮았음(주관적),"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe74077c64304fc96591cd606a13f1ce646ebebfc%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F1c7fb6140e51285789f13d7930490aed8f721a7f%3Foriginal']"
토쿠이,일본식주점,1433214503,예민,21,26,4.9,1,2024.11.06.,5.0,나만 알고 싶은 곳,"['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe09a811845266147fcb1142293af7a221579fbc4%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F2ec2bcdac6c8cde64e23999a316f1f1f19e8b944%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd92b1106ef60d6203927e013328987eb714430fb%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F02bfca9205e7df69c66f1861d0962e44ad348e51%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F586f76f974a37d999cfb5ace166c5a7a8863b3b9%3Foriginal', '//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F2a6d183c2d5c46dac92f8526f3e0f822d22c77de%3Foriginal']"
토쿠이,일본식주점,1433214503,Memiljeonbyung,11,7,4,1,2024.09.18.,5.0,치킨난반 가지구이 1티어,['//img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F2ddaee44b596e56f16e44d22b64a1bc09934b85a%3Foriginal']
