사업장명,소재지전체주소,도로명전체주소,좌표정보X(EPSG5174),좌표정보Y(EPSG5174),상세보기url
베따(Vetta),서울특별시 마포구 연남동 385-4,"서울특별시 마포구 동교로46길 25, 2,3층 (연남동)",193407.881523287,451116.914075611,https://place.map.kakao.com/1956895551
쿠히치 연남점,서울특별시 마포구 연남동 383-97,"서울특별시 마포구 동교로46길 42-22, 지1층, 지상1,2층 (연남동)",193432.831685399,451059.290256162,https://place.map.kakao.com/2059823951
일쏠레(IL SOLE),서울특별시 마포구 연남동 566-24,"서울특별시 마포구 연남로1길 22, 1층 (연남동)",193017.501051116,450916.030986646,https://place.map.kakao.com/389775471
포가,서울특별시 마포구 연남동 390-21,"서울특별시 마포구 동교로46길 24-4, 2층 (연남동)",193380.063746659,451084.877538366,https://place.map.kakao.com/1819203967
끝집,서울특별시 마포구 연남동 228-7,"서울특별시 마포구 동교로 266-7, 1층 (연남동)",193375.265102474,451202.616037317,https://place.map.kakao.com/204717083
유메이크쿠키,서울특별시 마포구 연남동 487-273,"서울특별시 마포구 연남로11길 30, 1층 101호 (연남동)",192631.471287742,451467.76676024,https://place.map.kakao.com/218433404
잊힐리야 연남,서울특별시 마포구 연남동 387-14,"서울특별시 마포구 동교로 262-8, 1층 (연남동)",193347.909328961,451167.55422482,https://place.map.kakao.com/831247871
제일 연남,서울특별시 마포구 연남동 383-24,"서울특별시 마포구 연희로1길 51, 지1층 B01호 (연남동)",193399.441791361,450990.254477454,https://place.map.kakao.com/619742100
너의행복,서울특별시 마포구 연남동 241-38,"서울특별시 마포구 성미산로29길 40-16, 1층 101호 (연남동)",193076.430200914,451453.134299222,https://place.map.kakao.com/243553930
포잇(Poit),서울특별시 마포구 연남동 385-6,"서울특별시 마포구 동교로46길 23, 1층 일부호 (연남동)",193396.695636528,451118.185642796,https://place.map.kakao.com/1049334507
니시무라멘 연남본점,서울특별시 마포구 연남동 229-10,"서울특별시 마포구 동교로 265, 4층 (연남동)",193327.256354075,451235.436122572,https://place.map.kakao.com/1897298692
팽페르뒤(Pain perdu),서울특별시 마포구 연남동 260-2,"서울특별시 마포구 동교로38길 12, 1층 (연남동)",193300.575516572,451071.149864562,https://place.map.kakao.com/1095923524
프랭클린스 델리,서울특별시 마포구 연남동 387-39,"서울특별시 마포구 동교로46길 13, 1층 (연남동)",193360.230567228,451126.054342179,https://place.map.kakao.com/1772871289
연남파스타야,서울특별시 마포구 연남동 387-5,"서울특별시 마포구 동교로 266-10, 1층 102호 (연남동)",193368.809908648,451183.457209475,https://place.map.kakao.com/1579522620
온도,서울특별시 마포구 연남동 387-5,"서울특별시 마포구 동교로 266-10, 2층 (연남동)",193368.809908648,451183.457209475,https://place.map.kakao.com/1968394478
음무아,서울특별시 마포구 연남동 227-31,"서울특별시 마포구 성미산로 190-11, 1층 (연남동)",193400.225265953,451139.146640342,https://place.map.kakao.com/1129495769
"에스프레소 그자체, 연남",서울특별시 마포구 연남동 366-27,"서울특별시 마포구 연남로9길 11-15, 다르다타워 1층 102호 (연남동)",192814.092011677,451337.075703751,https://place.map.kakao.com/1383248477
모모칼국수,서울특별시 마포구 연남동 487-250,"서울특별시 마포구 성미산로17길 98, 1층 우측호 (연남동)",192620.130889978,451501.214410172,https://place.map.kakao.com/1929872084
해피벌스데이,서울특별시 마포구 연남동 260-45,"서울특별시 마포구 동교로34길 8, 2층 (연남동)",193285.997252264,450962.884185585,https://place.map.kakao.com/2124979569
시실리,서울특별시 마포구 연남동 227-22,"서울특별시 마포구 성미산로 194, 대원빌딩 1층 일부호 (연남동)",193425.945815189,451161.012483151,https://place.map.kakao.com/19033657
토끼다이닝 연남,서울특별시 마포구 연남동 224-23,"서울특별시 마포구 동교로 278, 지하1층 (연남동)",193431.454952175,451304.295473096,
삼이사 파스타(324 Pasta),서울특별시 마포구 연남동 387-45,"서울특별시 마포구 동교로46길 10, 2층 202호 (연남동)",193329.339753676,451143.330022664,
오츠커피 연남,서울특별시 마포구 연남동 245-83,"서울특별시 마포구 성미산로29길 29-8, 1층 (연남동)",193000.658858589,451440.314432613,https://place.map.kakao.com/1538070005
545 연남,서울특별시 마포구 연남동 223-90,"서울특별시 마포구 동교로51길 57, 1,2층 (연남동)",193202.923060968,451492.151571454,https://place.map.kakao.com/1415951290
비틀비틀,서울특별시 마포구 연남동 375-111,"서울특별시 마포구 성미산로23길 74, 1층 (연남동)",192845.160463301,451566.056844133,https://place.map.kakao.com/1853804801
미담,서울특별시 마포구 연남동 241-87,"서울특별시 마포구 성미산로29안길 25, 2층 201호 (연남동)",193168.185153452,451473.162014684,https://place.map.kakao.com/2035981232
고덕,서울특별시 마포구 연남동 565-14,"서울특별시 마포구 동교로27길 61, 1층 (연남동)",192927.928370752,450906.041371921,https://place.map.kakao.com/2067014398
오코노미야키 포비 연남,서울특별시 마포구 연남동 375-111,"서울특별시 마포구 성미산로23길 72, 1,2,3,4층 (연남동)",192845.160463301,451566.056844133,https://place.map.kakao.com/837177449
멜티스트,서울특별시 마포구 연남동 568-19,"서울특별시 마포구 연남로1길 39, 1층 일부호 (연남동)",192958.190594466,450847.440082218,https://place.map.kakao.com/1833083773
아트스뉴욕 연남점(ARTS NEWYORK),서울특별시 마포구 연남동 223-24,"서울특별시 마포구 동교로51길 51, 1층 (연남동)",193229.747661494,451484.24085788,https://place.map.kakao.com/421638869
연남짚,서울특별시 마포구 연남동 387-25,"서울특별시 마포구 동교로46길 16, 보고스 지1층 (연남동)",193352.331676333,451110.515535932,https://place.map.kakao.com/1520119130
오버딥(Over Deep),서울특별시 마포구 연남동 240-41,"서울특별시 마포구 성미산로 149-8, 2,3층 (연남동)",193121.468565155,451376.991568323,https://place.map.kakao.com/1909729939
홍콩식당 연남점,서울특별시 마포구 연남동 228-39,"서울특별시 마포구 동교로 256-4, 1층 (연남동)",193297.893072879,451140.346258814,https://place.map.kakao.com/2113675590
베러위켄드(BETTER WEEKEND),서울특별시 마포구 연남동 228-1,"서울특별시 마포구 성미산로 190, 3층 (연남동)",193406.589451666,451183.710005225,https://place.map.kakao.com/2008594624
라헬의부엌 연남점,서울특별시 마포구 연남동 228-58,"서울특별시 마포구 동교로38길 5, 1층 (연남동)",193269.216055509,451064.771210131,https://place.map.kakao.com/376783121
플루밍(Pluming),서울특별시 마포구 연남동 487-424,"서울특별시 마포구 연남로13길 9, 1층 101호 (연남동)",192581.770906131,451605.649705988,https://place.map.kakao.com/1715663913
준무,서울특별시 마포구 연남동 260-12,"서울특별시 마포구 동교로38길 6, 1,2층 (연남동)",193275.468834967,451049.030819852,https://place.map.kakao.com/96799770
뉴스 연남점,서울특별시 마포구 연남동 240-64,"서울특별시 마포구 성미산로 151-1, 일오일 빌딩 1층 (연남동)",193147.923248997,451357.071777709,https://place.map.kakao.com/1373790448
용뱅이,서울특별시 마포구 연남동 387-7,"서울특별시 마포구 성미산로 190-8, 1층 일부 좌측호 (연남동)",193383.204843216,451164.287838158,https://place.map.kakao.com/808699311
더스테이크쥬벤쿠바,서울특별시 마포구 연남동 390-26,"서울특별시 마포구 동교로38길 27-5, 4층 (연남동)",193365.039054832,451059.800523278,https://place.map.kakao.com/1849662123
새숯가,서울특별시 마포구 연남동 570-27,"서울특별시 마포구 동교로25길 49, 1층 (연남동)",192885.798451332,450735.436604343,https://place.map.kakao.com/613677603
연남오뎅,서울특별시 마포구 연남동 387-8,"서울특별시 마포구 동교로 262-13, 지층 좌측호 (연남동)",193374.408494407,451157.193748146,https://place.map.kakao.com/605708087
다크사이드 연남,서울특별시 마포구 연남동 227-28,"서울특별시 마포구 성미산로 190-25, 4층 (연남동)",193386.29,451148.43,https://place.map.kakao.com/1843976534
코티지블루(cottage blue),서울특별시 마포구 연남동 565-14,"서울특별시 마포구 동교로27길 61, 2층 (연남동)",192927.928370752,450906.041371921,https://place.map.kakao.com/839250251
모닝캄 커피로스터스,서울특별시 마포구 연남동 227-23,"서울특별시 마포구 성미산로 192, 챕터 연남 1층 (연남동)",193417.048996653,451170.968375428,https://place.map.kakao.com/294762430
소하염전(연남),서울특별시 마포구 연남동 390-72,"서울특별시 마포구 동교로38길 13-1, 지하1,1층 (연남동)",193306.960300632,451099.968330181,
피프 에스프레소 바,서울특별시 마포구 연남동 250-3,"서울특별시 마포구 성미산로29길 5, 1층 (연남동)",193095.712561384,451337.291304013,https://place.map.kakao.com/906285964
꾸다방,서울특별시 마포구 연남동 383-24,"서울특별시 마포구 연희로1길 51, 2층 201호 (연남동)",193399.441791361,450990.254477454,https://place.map.kakao.com/348690521
우즈 커피,서울특별시 마포구 연남동 487-269,"서울특별시 마포구 성미산로17길 114, 1층 101호 (연남동)",192603.38810915,451587.570651766,
유브유부 연남점,서울특별시 마포구 연남동 390-70,"서울특별시 마포구 동교로38길 11, 신영빌딩 1층 (연남동)",193294.082078434,451089.948799003,https://place.map.kakao.com/1427643858
환대(hwandae),서울특별시 마포구 연남동 564-20,"서울특별시 마포구 연남로1길 70, 신원빌딩 1층 (연남동)",192819.114909148,450780.04627814,https://place.map.kakao.com/1201308083
모이다,서울특별시 마포구 연남동 562-44,"서울특별시 마포구 연남로3길 50, 1층 101호 (연남동, 자슬린하우스)",192864.082040615,450903.007434779,https://place.map.kakao.com/5253433
화월 카게츠 연남점,서울특별시 마포구 연남동 390-77,"서울특별시 마포구 동교로38길 20, 지1층 102호 (연남동)",193328.541489331,451073.669974456,https://place.map.kakao.com/2119154309
발트 본점,서울특별시 마포구 연남동 387-12,"서울특별시 마포구 동교로 262-3, 하늘드리움 2층 (연남동)",193348.012986526,451192.842372395,https://place.map.kakao.com/1374534657
연남청춘,서울특별시 마포구 연남동 241-77,"서울특별시 마포구 성미산로29안길 27-12, 지하1층 (연남동)",193125.726186657,451497.317244449,https://place.map.kakao.com/1962192302
뷔자데,서울특별시 마포구 연남동 240-11,"서울특별시 마포구 성미산로 157-8, 3층 (연남동)",193182.77815056,451416.884395832,https://place.map.kakao.com/752081709
누크녹,서울특별시 마포구 연남동 387-31,"서울특별시 마포구 성미산로 190-31, 2층 (연남동)",193377.485573213,451141.70755605,https://place.map.kakao.com/1173719600
연남 한양집,서울특별시 마포구 연남동 384-3,"서울특별시 마포구 동교로46길 26, 1층 (연남동)",193397.32927461,451102.886969995,https://place.map.kakao.com/2100655149
주재.,서울특별시 마포구 연남동 223-79,"서울특별시 마포구 성미산로 167-7, 1층 (연남동)",193303.568991463,451374.463315344,https://place.map.kakao.com/636880537
일구구사서울(1994SEOUL),서울특별시 마포구 연남동 245-29,"서울특별시 마포구 성미산로23안길 20-12, 1994서울 1,2,3층 (연남동)",192993.539353245,451507.669323174,
우라프라우드,서울특별시 마포구 연남동 260-12,"서울특별시 마포구 동교로38길 6, 4층 (연남동)",193275.468834967,451049.030819852,https://place.map.kakao.com/476128786
모모,서울특별시 마포구 연남동 260-23,"서울특별시 마포구 동교로 242-6, 1층 101,102호 (연남동)",193279.723757253,451014.981430905,
토쿠이,서울특별시 마포구 연남동 224-18,"서울특별시 마포구 동교로 282, 지1층 (연남동)",193450.339922795,451326.189406923,https://place.map.kakao.com/1433214503
롱베케이션,서울특별시 마포구 연남동 390-39,"서울특별시 마포구 동교로38길 33-10, 2층 (연남동)",193405.422326243,451033.087793544,https://place.map.kakao.com/1564673960
판초(Pancho),서울특별시 마포구 연남동 223-79,"서울특별시 마포구 성미산로 167-7, 2층 (연남동)",193303.568991463,451374.463315344,https://place.map.kakao.com/487721368
샤브라운지,서울특별시 마포구 연남동 382-23,"서울특별시 마포구 동교로36길 18, 지하1, 1, 2층 (연남동)",193334.768974514,450987.264530902,https://place.map.kakao.com/2041789191
연남 잠수함,서울특별시 마포구 연남동 383-37,"서울특별시 마포구 동교로38길 41, 지하1층 (연남동)",193381.739425643,450986.038209548,https://place.map.kakao.com/444764233
믜요,서울특별시 마포구 연남동 228-32,"서울특별시 마포구 동교로 256-10, 2층 (연남동)",193319.998421245,451131.951041558,https://place.map.kakao.com/499278631
클럼지(Clumsy),서울특별시 마포구 연남동 381-3,"서울특별시 마포구 동교로34길 17, 2층 표기상 302호 (연남동)",193329.529485959,450965.846120663,https://place.map.kakao.com/228103669
히사시돈부리,서울특별시 마포구 연남동 383-40,"서울특별시 마포구 동교로38길 33-16, 지하1층 (연남동)",193422.14894002,451067.79972495,https://place.map.kakao.com/343056307
팔도강산버거(8nrm),서울특별시 마포구 연남동 454-16,"서울특별시 마포구 성미산로27길 71, 1층 (연남동)",192870.03269214,451569.070999104,https://place.map.kakao.com/1894949516
어반써티 연남(urban30 yeonnam),서울특별시 마포구 연남동 227-8,"서울특별시 마포구 동교로46길 40, 지1층 (연남동)",193454.451393722,451099.558551781,https://place.map.kakao.com/2036921791
오에스디에스 연남(Osds 연남),서울특별시 마포구 연남동 515-1,"서울특별시 마포구 성미산로22길 23, 1,2층 (연남동)",192979.338247105,451081.986092623,
하뭇(HAMUT),서울특별시 마포구 연남동 245-49,"서울특별시 마포구 성미산로29길 29-9, 3층 일부호 (연남동)",193011.868411857,451421.718034707,https://place.map.kakao.com/1929972489
연남동 이집,서울특별시 마포구 연남동 228-7,"서울특별시 마포구 동교로 266-7, 지1층 우측호 (연남동)",193375.265102474,451202.616037317,https://place.map.kakao.com/204717083
무취포차,서울특별시 마포구 연남동 228-40,"서울특별시 마포구 동교로 256, 2층 (연남동)",193289.685066149,451148.00621353,
더 레어(THE RARE) 연남본점,서울특별시 마포구 연남동 225-35,"서울특별시 마포구 동교로 269, MH빌딩 1,2층 (연남동)",193360.028644458,451273.575874509,
야마타츠,서울특별시 마포구 연남동 383-90,"서울특별시 마포구 동교로46길 42-20, 1층 (연남동)",193441.736881726,451067.07430813,https://place.map.kakao.com/1699375222
일련 로스터스,서울특별시 마포구 연남동 228-23,"서울특별시 마포구 동교로 262, 2층 (연남동)",193325.64308338,451189.738984614,https://place.map.kakao.com/1631463749
진세이,서울특별시 마포구 연남동 228-5,"서울특별시 마포구 성미산로 186, 2층 (연남동)",193391.074652376,451202.033340245,https://place.map.kakao.com/341628678
로컬스티치 연남,서울특별시 마포구 연남동 570-23,"서울특별시 마포구 동교로25길 57, 1층 101, 105호 (연남동)",192862.797547792,450772.181650595,https://place.map.kakao.com/220904172
연남 육미안,서울특별시 마포구 연남동 228-58,"서울특별시 마포구 동교로38길 5, 2층 (연남동)",193269.216055509,451064.771210131,https://place.map.kakao.com/230911082
프런티어(Frontier),서울특별시 마포구 연남동 487-287,"서울특별시 마포구 성미산로17길 4-2, 지1층 (연남동)",192724.83777127,451062.088765606,https://place.map.kakao.com/1748575866
이스트사이드 치킨 샌드위치(Eastside Chicken Sandwich),서울특별시 마포구 연남동 567-6,"서울특별시 마포구 동교로27길 46, 101호 (연남동)",192995.184011986,450856.32509988,
최사장네 닭,서울특별시 마포구 연남동 373-17,"서울특별시 마포구 연남로 4-1, 1층 (연남동)",193185.243896598,450904.516843705,https://place.map.kakao.com/13576266
야반도주,서울특별시 마포구 연남동 383-34,"서울특별시 마포구 연희로1길 45-4, 지1층 (연남동)",193393.212918696,450997.834155725,https://place.map.kakao.com/211559079
판다딤섬,서울특별시 마포구 연남동 390-74,"서울특별시 마포구 동교로38안길 22, 2층 (연남동)",193322.150047348,451109.157459142,https://place.map.kakao.com/1777544575
연남동 로이로이,서울특별시 마포구 연남동 382-27,"서울특별시 마포구 동교로38길 30, 27번지 2층 좌측호 (연남동)",193345.902898625,451031.460237722,
카나데,서울특별시 마포구 연남동 566-12,"서울특별시 마포구 연남로1길 26, 지1층 (연남동)",193003.811075991,450905.996590866,https://place.map.kakao.com/3215381
리이슈커피,서울특별시 마포구 연남동 509-29,"서울특별시 마포구 연남로 35, 2층 일부호 (연남동)",192981.449720472,451160.042555406,https://place.map.kakao.com/1276356795
피오레(FIORE),서울특별시 마포구 연남동 241-90,"서울특별시 마포구 성미산로29안길 27-7, 2층 (연남동)",193148.639463755,451488.773836306,https://place.map.kakao.com/2033469283
슈타데(Stade),서울특별시 마포구 연남동 257-18,"서울특별시 마포구 동교로29길 48, 1층 (연남동)",193107.143542428,451140.676741882,https://place.map.kakao.com/1956536702
바롤로,서울특별시 마포구 연남동 223-50,"서울특별시 마포구 성미산로 167-5, 1층 (연남동)",193293.014014166,451382.268477382,https://place.map.kakao.com/1622140124
탄포포,서울특별시 마포구 연남동 223-28,"서울특별시 마포구 동교로51안길 12, 1층 (연남동)",193288.588473152,451444.776716051,
아벡쉐리 더 파크,서울특별시 마포구 연남동 257-22,"서울특별시 마포구 동교로29길 34, 1층 일부호 (연남동)",193141.052798452,451087.507114658,https://place.map.kakao.com/237307227
긱(Geek),서울특별시 마포구 연남동 366-13,"서울특별시 마포구 연남로7길 6, 지1층 (연남동)",192844.566045418,451332.011646565,
연심 마리연남점,서울특별시 마포구 연남동 390-34,"서울특별시 마포구 동교로38길 29, 2층 (연남동)",193362.586063806,451037.895269057,
리파인,서울특별시 마포구 연남동 229-10,"서울특별시 마포구 동교로 265, 2층 (연남동)",193327.256354075,451235.436122572,https://place.map.kakao.com/1814703090
젠틀키친,서울특별시 마포구 연남동 454-12,"서울특별시 마포구 동교로51길 129-4, 3,4층 (연남동)",192859.399622296,451565.197301023,https://place.map.kakao.com/260492980
부타노온센,서울특별시 마포구 연남동 382-19,"서울특별시 마포구 동교로38길 42, 1층 좌측호 (연남동)",193363.283843139,450978.941260592,https://place.map.kakao.com/1099953938
무채색 숲,서울특별시 마포구 연남동 260-56,"서울특별시 마포구 동교로32길 10, 지1층 (연남동)",193282.075830279,450930.345792303,
스시정인,서울특별시 마포구 연남동 241-80,"서울특별시 마포구 성미산로29안길 29, 1층 (연남동)",193172.273610871,451495.963862654,https://place.map.kakao.com/130009480
연남 다저스,서울특별시 마포구 연남동 227-8,"서울특별시 마포구 동교로46길 40, 2층 (연남동)",193454.451393722,451099.558551781,https://place.map.kakao.com/459560376
카페스콘,서울특별시 마포구 연남동 239-4,"서울특별시 마포구 성미산로 172, 1층 (연남동)",193285.463548018,451313.777600123,https://place.map.kakao.com/975758911
코코시에나,서울특별시 마포구 연남동 229-51,"서울특별시 마포구 동교로 255-1, 4층 일부호 (연남동)",193262.250471771,451174.119567984,https://place.map.kakao.com/1886525818
연희면관,서울특별시 마포구 연남동 245-41,"서울특별시 마포구 성미산로29길 35, 1층 102호 (연남동)",193009.884745305,451471.875658698,https://place.map.kakao.com/177632309
아이에스 크리에이티브(IS Creative),서울특별시 마포구 연남동 224-51,"서울특별시 마포구 동교로52길 20-4, 1층 (연남동)",193499.540148587,451260.362009788,https://place.map.kakao.com/1930140121
명인갈비,서울특별시 마포구 연남동 364-8,"서울특별시 마포구 연남로 83, 1층 102호 (연남동)",192717.809867017,451540.009675621,
기호,서울특별시 마포구 연남동 224-57,"서울특별시 마포구 성미산로 187, 아라크네빌딩 1층 101호 (연남동)",193410.759156964,451221.73945346,https://place.map.kakao.com/1390713967
모모키친,서울특별시 마포구 연남동 260-31,"서울특별시 마포구 동교로34길 3, 1층 (연남동)",193264.181665206,450977.944612478,https://place.map.kakao.com/1333987516
유니드마이요거트,서울특별시 마포구 연남동 241-59,"서울특별시 마포구 성미산로29길 44, 지층 (연남동)",193035.154437796,451510.757419506,https://place.map.kakao.com/26103078
규카츠정 연남점,서울특별시 마포구 연남동 228-3,"서울특별시 마포구 동교로 266-11, 2층 202호 (연남동)",193389.662511273,451184.915678151,https://place.map.kakao.com/599468505
갤러리 코랄 리프 커피,서울특별시 마포구 연남동 241-77,"서울특별시 마포구 성미산로29안길 27-12, 2층 (연남동)",193125.726186657,451497.317244449,
나카스하이볼클럽,서울특별시 마포구 연남동 383-103,"서울특별시 마포구 연희로1길 59, 지1층 (연남동)",193430.775876014,451022.261137325,https://place.map.kakao.com/339647749
갑자기 떡볶이&숯불김밥,서울특별시 마포구 연남동 383-95,"서울특별시 마포구 연희로1길 65, 지하1층 일부호 (연남동)",193450.982469993,451037.888450557,https://place.map.kakao.com/455132228
한글,서울특별시 마포구 연남동 259-5,"서울특별시 마포구 동교로 235-1, 2층 (연남동)",193223.564725382,450978.413691907,https://place.map.kakao.com/845079341
히포 브런치하우스,서울특별시 마포구 연남동 487-34,"서울특별시 마포구 성미산로17길 85, 1층 (연남동)",192615.331185163,451439.208747947,https://place.map.kakao.com/1158577773
수수연남,서울특별시 마포구 연남동 390-74,"서울특별시 마포구 동교로38안길 22, 1층 (연남동)",193322.150047348,451109.157459142,https://place.map.kakao.com/408330463
코리코카페(Koriko Cafe),서울특별시 마포구 연남동 223-96,"서울특별시 마포구 성미산로 165-7, 지층,1층,2층 (연남동)",193282.847344763,451421.067423362,https://place.map.kakao.com/1752364878
카페 오르트,서울특별시 마포구 연남동 382-1,"서울특별시 마포구 동교로38길 28, 3,4층 (연남동)",193342.490903059,451043.516688883,https://place.map.kakao.com/1764589784
미로 95,서울특별시 마포구 연남동 390-26,"서울특별시 마포구 동교로38길 27-5, 1층 (연남동)",193365.039054832,451059.800523278,https://place.map.kakao.com/738784113
믹슬로우,서울특별시 마포구 연남동 566-60,"서울특별시 마포구 연남로3길 7, 지1층 우측호 (연남동)",193051.198920836,451008.409700801,https://place.map.kakao.com/1608629796
아트와떵(a trois temps),서울특별시 마포구 연남동 226-26,"서울특별시 마포구 동교로50길 25, 지1층 01호 (연남동)",193512.700438749,451230.461504161,https://place.map.kakao.com/1745240335
키도,서울특별시 마포구 연남동 226-29,"서울특별시 마포구 성미산로 195, 3층 302호 (연남동)",193468.057882255,451166.472109548,
틈틈,서울특별시 마포구 연남동 241-4,"서울특별시 마포구 동교로51길 73-1, 1층 102호 (연남동)",193128.590202698,451507.488604215,
낫낫커피(notnot Coffee),서울특별시 마포구 연남동 366-22,"서울특별시 마포구 연남로7길 14, 꿈꾸는 고래 1층 102호 (연남동)",192819.336101704,451313.229987041,https://place.map.kakao.com/704184741
시부야타코야키,서울특별시 마포구 연남동 255-21,"서울특별시 마포구 동교로39길 4, 1층 일부호 (연남동)",193219.11,451119.814999999,https://place.map.kakao.com/445178813
모리노코,서울특별시 마포구 연남동 487-32,"서울특별시 마포구 연남로11길 34, 1층 (연남동)",192603.914208591,451459.031610789,
도부(Dobu),서울특별시 마포구 연남동 241-13,"서울특별시 마포구 동교로51길 77-11, 1층 (연남동)",193098.02922788,451477.145030936,https://place.map.kakao.com/148242012
루바브,서울특별시 마포구 연남동 226-34,"서울특별시 마포구 연희로 47, 2층 201호 (연남동)",193548.147496979,451189.138045376,https://place.map.kakao.com/1343216378
오디,서울특별시 마포구 연남동 383-42,"서울특별시 마포구 동교로38길 33-12, 라온오래 1호점 1층 (연남동)",193415.194678918,451042.678526093,https://place.map.kakao.com/1551581933
쿄이(kyoi),서울특별시 마포구 연남동 228-23,"서울특별시 마포구 동교로 262, 5층 (연남동)",193325.64308338,451189.738984614,https://place.map.kakao.com/2002365427
보카도(BOCADO),서울특별시 마포구 연남동 223-83,"서울특별시 마포구 성미산로 167-14, 1층 (연남동)",193316.111910414,451338.6535697,https://place.map.kakao.com/1144322192
멜티드,서울특별시 마포구 연남동 241-90,"서울특별시 마포구 성미산로29안길 27-7, 1층 (연남동)",193148.639463755,451488.773836306,https://place.map.kakao.com/61237420
쌀편단심,서울특별시 마포구 연남동 487-439,"서울특별시 마포구 성미산로15길 72, 지층 102호 (연남동)",192601.185579805,451344.925370638,https://place.map.kakao.com/1817899921
맡기다,서울특별시 마포구 연남동 260-2,"서울특별시 마포구 동교로38길 12, 지층 우측호 (연남동)",193300.575516572,451071.149864562,https://place.map.kakao.com/1935678549
유메오뎅,서울특별시 마포구 연남동 228-23,"서울특별시 마포구 동교로 262, 1층 (연남동)",193325.64308338,451189.738984614,https://place.map.kakao.com/1225962379
플롭(PLOP),서울특별시 마포구 연남동 390-23,"서울특별시 마포구 동교로38길 27-9, 1층 (연남동)",193356.619025518,451071.347842069,https://place.map.kakao.com/779711057
쿤댕,서울특별시 마포구 연남동 382-18,"서울특별시 마포구 동교로38길 42-6, 2층 (연남동)",193349.847624307,450976.923647275,https://place.map.kakao.com/1670935024
파이인더샵,서울특별시 마포구 연남동 245-51,"서울특별시 마포구 성미산로27길 26, 지1,1,2층 (연남동)",193007.233420634,451403.320926646,
카페 드 래빗(Cafe de rabbit),서울특별시 마포구 연남동 259-3,"서울특별시 마포구 동교로29길 10, 1,2층 (연남동)",193206.796672321,450983.293367679,
연남공간,서울특별시 마포구 연남동 373-15,"서울특별시 마포구 연남로 6, 지1층 (연남동)",193176.532693547,450918.143768781,https://place.map.kakao.com/27506977
아민연남,서울특별시 마포구 연남동 224-5,"서울특별시 마포구 동교로52길 10-7, 1층 (연남동)",193471.019566464,451271.923133734,https://place.map.kakao.com/214684112
올웨이즈어거스트제작소,서울특별시 마포구 연남동 365-29,"서울특별시 마포구 연남로 71, 1층 일부호 (연남동)",192776.395621802,451443.158541209,https://place.map.kakao.com/843297307
우화,서울특별시 마포구 연남동 487-439,"서울특별시 마포구 성미산로15길 72, 2층 202호 일부호 (연남동)",192601.185579805,451344.925370638,https://place.map.kakao.com/2021788924
이끔,서울특별시 마포구 연남동 384-9,"서울특별시 마포구 동교로46길 24-2, 2층 (연남동)",193381.404058677,451094.671948744,https://place.map.kakao.com/1013059049
덴(Den) 연남점,서울특별시 마포구 연남동 382-18,"서울특별시 마포구 동교로38길 42-6, 3층 (연남동)",193349.847624307,450976.923647275,
카츠몬스터 연남본점,서울특별시 마포구 연남동 382-18,"서울특별시 마포구 동교로38길 42-6, 1층 101호 (연남동)",193349.847624307,450976.923647275,https://place.map.kakao.com/1988523643
긱스(GYCS),서울특별시 마포구 연남동 390-31,"서울특별시 마포구 동교로38길 27-12, 지1층 (연남동)",193395.781567588,451061.891712329,https://place.map.kakao.com/2107515079
앳더모먼트,서울특별시 마포구 연남동 382-18,"서울특별시 마포구 동교로38길 42-6, 1층 102호 (연남동)",193349.847624307,450976.923647275,https://place.map.kakao.com/508756518
한공간,서울특별시 마포구 연남동 561-4,"서울특별시 마포구 동교로27길 78, 1층 102호 (연남동)",192900.900728982,450981.461707247,https://place.map.kakao.com/1745787460
장농속 2호점,서울특별시 마포구 연남동 384-4,"서울특별시 마포구 동교로46길 24, 1층 (연남동)",193386.529014888,451103.568596481,
루프힙(Roof Hip),서울특별시 마포구 연남동 390-59,"서울특별시 마포구 동교로38길 19, 3,4층 (연남동)",193344.688052369,451086.684257419,https://place.map.kakao.com/583762255
카츠요,서울특별시 마포구 연남동 381-3,"서울특별시 마포구 동교로34길 17, 지1층 101호 (연남동)",193329.529485959,450965.846120663,https://place.map.kakao.com/369363640
플루프커피(Plouf coffee),서울특별시 마포구 연남동 387-46,"서울특별시 마포구 동교로46길 12, 1층 102호 (연남동)",193336.798104645,451132.766515793,
오뗄 드 꾸뜨,서울특별시 마포구 연남동 387-19,"서울특별시 마포구 동교로46길 7, 1층 101호 (연남동)",193335.87044678,451163.924347947,https://place.map.kakao.com/1409242537
스탠딩박스,서울특별시 마포구 연남동 260-24,"서울특별시 마포구 동교로36길 7, 1층 101호 (연남동, 투윤빌딩)",193278.855354155,451003.313898467,https://place.map.kakao.com/2119329060
아이니드케이크,서울특별시 마포구 연남동 390-39,"서울특별시 마포구 동교로38길 33-10, 지층 B1호 (연남동)",193405.422326243,451033.087793544,https://place.map.kakao.com/1564673960
그로떼(Grotte),서울특별시 마포구 연남동 245-41,"서울특별시 마포구 성미산로29길 35, 지1층 B01호 (연남동)",193009.884745305,451471.875658698,https://place.map.kakao.com/515743382
쿠보,서울특별시 마포구 연남동 228-28,"서울특별시 마포구 동교로 258-1, 2층 (연남동)",193307.19537157,451168.108128798,https://place.map.kakao.com/441232688
