사업장명,작성일,작성자,작성자 정보,별점,리뷰 내용,이미지 링크
연백딸기모찌,3달 전,김사라,지역 가이드 · 리뷰 24개 · 사진 134장,별표 5개,"매장으로부터 할인받고 작성한 솔직한 후기입니다

특제 양념이 소꼬리에 아주 잘 스며들어 있어서…","https://lh3.googleusercontent.com/geougc-cs/AB3l90AxDhW0yIYxBrTWrNMr5Bw2N7y1smoHyYIwNPzzWxACQLUiGHwQYewtXmIInx7Z5EmnhkNMQQVezMXF7Bl-NrgvcdHFS81o3Uhc_5ZkVU83VcMR5DMfSaahMP-SAE5h7WKJw5J96w=w300-h450-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AzSTlpfBNnPlwLBYUNvcoKLHfOYCExQzV4z8mduqaQZsjTnDp8jvfpoJ934PbrfNt_y50syTEZ9NZdIpl2cTRrcMBkrjCaMEh026oDTMLyXBmHz05OYJ8whoiQKYtd0jGGfYw=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90DYVLoK7cJsR-meB5jmpwCRfNjsGMmhd9tdj-4fFu8pRBbMGJ4YPaFK79OGDNR7weqaPvSlAl0uYUEuDf-CQSZwmmlT9RlySrsgu7Tep6q7CwYPTnMjVSQsmHnYmcG86DEfCSnFTQ=w300-h225-p"
연백딸기모찌,3달 전,홀리올리,지역 가이드 · 리뷰 68개 · 사진 364장,별표 5개,꼬리곰탕과 도가니탕 먹고 몸보신 제대로 했어요! 고기가 튼실하고 쫀득하고 국물은 진해서 감동하면서 먹었어요?? 감자채전은 빠삭하면서도 포슬포슬거려서 너무 맛있었어요?? 잔잔한 음악이 흐르는 공간에서 행복한 식사를 했네요 :)…,"https://lh3.googleusercontent.com/geougc-cs/AB3l90B0FSK4I15F34Hbgh02yBzHU-ragKkmi2YDkpiWfq_QPpfcXlB8kiwRoz2QLtF_mycnuPZSCdLekU0H3aYekLV3Etf0BN_SVsb1WYouOnO7Gwukuf8fwVz3ELpeqBgQ_urcoqYAJA=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90A3SVn1IzYnDVtrRccXyNNGeRN9lWSMko732iwh7G6ceL4brdtiP5eDoWa-T13FdVVuQ5AlZ9JrFXllZs_eSbQt-JrQComat37KczeB2EcTJ1suLTSwMEW_a4ljaxLEwCM1tj35=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90Bf2y-2tBquVNK3weqA_HjKkwb62qvw62DzLx3MD54KNK3r8HuXpu6xyxCYljlu_uZ37geNMb85CYVGCd7RAPMoF2Cls1jmZc_uqBajMNQBbqjdIiiJhvytpYPSSWk7srQ3p0xy=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AT5iIIzJ-qG42nBEq6MoODc5yQQE8dVV4zWqeWQTdR6TYHCFbJ9vAusCRUQU9_rKs3QRPaTyEkefc7b40_uTRU_w7zUrtwwGd9SYVudc1Egn74T88eEpr1I3vz8FnVdaF_fY3_=w300-h225-p"
연백딸기모찌,2달 전,박종태,지역 가이드 · 리뷰 49개 · 사진 417장,별표 5개,우미집1947은 매우 세련된 인테리어가 인상적이며 3대째 78년이라는 긴 세월동안 이렇게 맛있는 꼬리찜을 유지하고 있다는 것에 매우 놀랐습니다. 한번 방문하면 오래 기억에 남을 공간과 음식 맛을 제공하는 곳이라 데이트 장소로 최고입니다.,"https://lh3.googleusercontent.com/geougc-cs/AB3l90CiNRBb4zCeDbUNwj-BIw0N-YDB6Xz43xsJj45Lrc5MMzVx9ZeTpc37x7ApReAfrpP_BDkY_TuO4sNSQ7dzbDOiES6ASc-9oR3YssMxv6bPAnyCtkPikYsP_FPZCuDpDAcuvnnc=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AY9dIMQm0t6yVz1Y11YCK8yu-yNDxdL2SP6-PnMX-KdZqlehESHNyjtWqXNvvnfJyowyUQpm0kr78rUB0Vvrxqm66XkXaH-iwleYclHLoVmICxYUUqvbShrQBG5isZlQVTLMCv1A=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AA9BoCxM-kxjYF-X8IE5Cwi6po4fJPNaEYc3b4gQLcjug6WF-6VbRIRfBCwFMl3_IhFcYw5wlFKzxq4WGkEFOZDUyprV9yGFDgmulqd0y7SmOaFSSdcjYMyEKZQm1kgfJTDVmr=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AU9YNJWMwtGJifhnoWj0KSPfiLvGr7-kx9KzFMQTBK2IJiw-uooBAskgyI89hErTCShQvLG891UIYEt3uW2zVGTn5JnU4TAml4j-MKZaUuQxwPNdcGRCP1hr2m0YcpHkHYPFoKnQ=w300-h225-p"
연백딸기모찌,2달 전,강윤정,지역 가이드 · 리뷰 71개 · 사진 485장,별표 5개,"한국적인 인테리어와 전통 한식 꼬리곰탕 분위기 좋고 맛있어요 특히 꼬리찜엔 꼬리곰탕국물이 나와 맛봤는데 맑고 깔끔한 꼬리곰탕 맛있었어요 리필까지 돼 넘 좋았네요ㅎㅎ
감자채전과 마늘밥은 꼬리찜과 먹기 좋았는데 꼬리찜 양념이 자극적이지않고 깔끔해 맛있어요 추천!","https://lh3.googleusercontent.com/geougc-cs/AB3l90AXF2sZYhPfGbrkuNx0sqHpR2Dw4ZVaDbxEZauZezvWrV36FWFKGz_u6FCUPkh4UJsfgrhxd4kJFuHF0D8GYwbgmvpEenxcGwBG32D8EZ-8NEETbspUMgUYzHTQvxRxiIi3aC4S=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AfZO9loQ1JqbUsYmruJn6IGpQwj3mCkUKIfmEsVOCtVhigU-FehsPvxUtUyv3ZoACf_g3mOJ3jLp3zXJqzrQcadyA1-yVjYf-ehL73SM8OUYr20MsWMvfuBrPMBdpL6DEMOvHfsg=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90Btum8MjO8JpMAauQPl_1F-XGfE7O-M-BoGlloN3cKlXWRJSvTjJfGQW1bKaXXBjj4eR14G3-dyVOJVXNUUPN-iL3v3RONktol5shzzih40qJrLI0JVtO_34olYesNwOzpGyAc=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AZ1V70y9-0PxAq5r3-pCVv70SvSSJ-D5AMi8GnAImhWdlw6uT4aYCx-ZQL5HzecLgztWEACqVrfaTSqdhQYpiwoRemsrUV5_gBCVUY9Zocpj-wrrSF6OmvJre0dnJmqHlcveSf=w300-h225-p"
연백딸기모찌,2달 전,프란,"지역 가이드 · 리뷰 130개 · 사진 3,443장",별표 5개,한식을 좋아하는 딸과 방문했는데 전통적인 느낌과 세련된 느낌이 공존하는 곳입니다 ???? 입구부터 인테리어가 멋지고 내부는 세련되면서도 따뜻한 공간으로 데이트하거나 모임하기 딱 좋아 보였어요~???? 음악은 뉴에이지 느낌으로 퓨전한식을 즐기기 좋았고요?? 우족탕과 김치천 그리고 마늘 볶음밥 2개를 주문했는데 우족탕의 맑고 뽀얀 국물이 깔끔하면서도 깊은맛이 나서 완전 만족스러웠고 김치전은 두툼하고 바삭하게 잘 구워서 접시를 덮어 버린…,"https://lh3.googleusercontent.com/geougc-cs/AB3l90A3GmVSb3v304gnuB_BT5EpyZ7OunNWNIDVptOafmWL_dNE4c20oviqI3Fnvn2m3SPo2wxv7PVwBbVME-Q4SbvMreALVqX4m9CCa1vz76eNHrX7tdvAcQZyCfO8hKH-lKTwBok=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90DplLuOaHZuCEmdKywl_2UFQfonOG6Nh_ygCFcZoa6StFXo9zhQt6ltkITqzwbcW5y5oJs2WAEN-iDR3hAJcn3IoE0_qdkVdZCv0kcLoWShy6DQUl2zuv4-KcN_DTg-Wj7GvqKiPg=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AnoJoO4iR-U7IaU9U5KGzd4q0UEAd62fsxaVsTijPmwzXWDC_Gw8davbd0owxXva2_CF6tTJyODNg36bgK_ZP1iw9InHmg206boOg_Ynis6rtSfq2nORE0pSMsNgnut2IYKic=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90C96JuU0-0jc_gzhUVXxP1Id1M-LQA7HWp5dakHLuzjC-uDwgRp9f2ES5gh38wDdxrQh9xHTmXGXwtmRwmAX6RLqRPA3rVxbBnnM9E_gatPZWMwb4vwD4k9Qcz-fOxTng5bYjaX=w300-h225-p"
앳더모먼트,3주 전,June,리뷰 2개 · 사진 2장,별표 5개,"I ordered the Braised Oxtail , and the flavor was absolutely amazing. It retained the natural aroma of the beef bones, and the seasoning along with the green onions added wonderful layers of taste. Pairing it with Garlic Fried Rice was…","https://lh3.googleusercontent.com/geougc-cs/AB3l90DAZzPG94fLG6d1Uvn7UbaG2PNPI3AgfHKBbzp4UXLl8lU0kZPoqory-lWkmXQPCvVtfbhNa-0YbkrJTRFFAiIjiY5eHj_eNnh5zahoy2oJKDj0d678Rz6Ss5nAE-UsObZWlgPp=w300-h450-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90CxU6idHOC7mdKROMPN1uHFs_6LRFsERhBPGCPHkLxAsbPV5hfyV0cNREtjkqzaOoyHDLcDnC3EpbH49OtFF16RhXZXP1zU93PlCqGj2DzFXYbrx9J2rDVJQNsl9f98dgY5t6OOVw=w300-h450-p"
앳더모먼트,1달 전,올라봉봉(곰순이),지역 가이드 · 리뷰 70개 · 사진 520장,별표 5개,"79년 전통 3대째 이어온
연남동맛집 우미집 1947 꼬리곰탕! 꾸물거리는 비오는 날 퍼펙트한 메뉴 선정~????
크기도 실하고 쫄깃한 소꼬리 살밥과 진한 국물이 예술이었어요…","https://lh3.googleusercontent.com/geougc-cs/AB3l90Cp_OU8TCo7J8FcXfN0vFhhJmfOuoIoszQ0CJ9qiUSypmHanu9kRkiMRS9u_WHzWBFFoAIOiVtWT7ZMXPyN6wOl5YRhwEwVuFyOVfSZh6yxKg_2H-v4Hm8IcKJDs2qn7BcuSSOfyw=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AYuPFT9dn6FTubcnegI-D3-mMVlQEhB_5EvaMDVliA8mH1bIm9NeXCQAdHX8aMBQqZxef40cSgAM5ju2JlvcVN7N9bM-ggaBepdp3wjTWe27_kmkMOOxJZb-wd_JLZ9BZwYMbq=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90CIDlEwbt_FvnXMooP8vFSn3iHQ_7_K_s7XAiwRy4qsjzkQ2ZtMyYlkaFV63NhCVsvieb0LMPhIDi4bAonhKHnEYD4J8-FjmnPgbN5e7uvb0i_Jhu-9fC-qENw33mO1g8Et0D-ezg=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90CHXfIhC2B5a6UbOVhY02Oe-5weyhCf8TiGZ25qEXu7bOrlMU8Ls_YWflgkzLb8vlD4bmN8GQktTvK2d5qJjQZAbQT_Bl29JFqbfhInrfGPFn1YCmUo0tDd805nLb8zMVDhcv0-=w300-h225-p"
앳더모먼트,2달 전,민토,지역 가이드 · 리뷰 11개 · 사진 97장,별표 5개,"연남동 분위기 좋고 멋스러운 공간.
지인과 점심때 방문해서 소꼬리찜 주문했어요.
전통주 종류도 많아서 낮이지만 전통주 서설 주문해서…","https://lh3.googleusercontent.com/geougc-cs/AB3l90CJYMPASevdoZ9YbCGq_QuY_94f4Ft6rhkaAW6s2hOkVqcpkSe20tEb-ycON9mFo3FbuYzHspdYwe3DUKeVSSmooMgyADJQ50LuB2I2mA2Iw31kvcpNvRzgk4b_KqW9n9cQD10=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90CK3AstfLfO6G9tJGKIDsJU2K1jCmLWwrzyObDklRfJQxWVpapkw-F1i4RQYKq4uiQk69qQZyx0znueJDhiDZp47ttTHE8NlP9AIJAnYIaEkk8dGiCG2uy-ffxhij9ZJpdyMzlRSA=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90DxTjCizBULm_bHyCHN0P-p_Ev1uU0PNJJe5l9es7dyBW_9Nvyh3-wsJK2C8P0eXrv2EW90K2V6Sfz6p4desuPFqK3mIalSVl4d453HXSJygTwbNm9NJDSN0QTYDQff8nosnprs=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90A4qonErj0Xbc5XnVXIUH5QWclivp-_8ZyOVmMVzTcNKeA2ZFldpNMqeszsYbjPtDQXzwW4SRAEgJGm6g1IQ1l_Dbo26Mw6ZpUN1ROzPd4KTFj2WIxcU7GoxN5YceJ6R2belQs4CQ=w300-h225-p"
앳더모먼트,2달 전,김윤지,지역 가이드 · 리뷰 34개 · 사진 167장,별표 5개,"매장 분위기가 고급스럽고 깔끔했어요! 테이블도 공간별로 분리되어 있어서 좋았습니다:) 한식집이라서 부모님 모시고 오기 좋은 맛집입니다~
이번에 소꼬리찜을 먹었는데 고기가 부드러우면서 쫄깃쫄깃했어요! 양념도 잘 배어들어서 진짜 맛있었습니다! 반찬 퀄리티도 좋고 잘 어울렸어요:)","https://lh3.googleusercontent.com/geougc-cs/AB3l90ANpAHySS4K4GTU2hKggW0z1daWm-St_UKQUIB-EzPU8bc306krj-lqjOWsc2hzqnV2zIwNn6uzW2NuUbdIByoKUNg_IWAlGV_t4WrgHgAsiIMsVCVpA7JHCmV7TLPeBSBk76w=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90Dswuzm0WTRic0zncL27fJyIzJloOEpomwxAEVAK_DYYOZ-ZgxBcaMYrluVPGIoaBnU7RMA_61BqA45cQ1kOtAMIg81iMY9hjGp8tgaEWhAFtzc7VQb0UvbIdpxFhSItfMzklOMTA=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90DjZSAQw_UR20EnWafqx2_RDqOf8eJ96rB_N7-JiUQZIGX-wIMrxo_OCRkdHNd-nq60SNcDGltUj7sJcjReQ9PUlEpJBq2aKImn-H1YbkL9AX1oPxTHg97ZJFNp7zAkZrG0cw=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90D_GoxGbTvmtTEMkYjrKAVopW50IUugUAucrqXgXeeccHLpC3Bk_ehyOfKyxNGRiKBS8uoAX9dwd39Q5nrro-EirPoWmbn4ncHBoeRbKqKsyQtZ-Fq2Dmfnixo-Lw8Y2nseO_qZjg=w300-h225-p"
앳더모먼트,2달 전,김지혜,지역 가이드 · 리뷰 29개 · 사진 164장,별표 5개,"78년 전통의 깊은 맛을 제대로 느낄 수 있는 곳이에요. 깔끔하고 멋스러운 공간에서 편안한 식사 가능하고 정성 어린 한 상으로 대접받는 느낌이 드는 식당이에요!
단순한 한 끼가 아니라 전통과 정성이 담긴 한 그릇의 가치를 경험하고 싶다면 우미집 1947 추천드려요!","https://lh3.googleusercontent.com/geougc-cs/AB3l90C7iRnBwIuVrk5pS3UHHHz1srKqqV9krqwZl9s2YrgS8nDpVXtRfn9cjzPKRB7kWC4Xhr-8mIxODQSBsyS_kpnpK6k6NWZV91f54LU_Uwx3Lb9r-5-KMxarQoprZo2bxMQG9aHUNQ=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90CUqMKkpnE7YF-6Q6zCTQRB0hiGOZRiSgjpF8xWWn8Klw4y-m6JoHRvGLch09bshgZxTk8CwxqlSffcbs03EiFwYzpuV0Jo_XMSMLTo1VSTSWe8SbyZmQxRfOtDwBlGXHAIBRMI=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90CNUkUwiTym94Yj4RiDGeod51POkIgPquNnqdUz1Feyzvfqu7OPwOLL8U2CDYiI00xypDVD9lRUbM6ED-xYhCmGS25N5r6kDv258qZqvdstRQ2RkHfWDxRRxBNxxNCU_yMhTKknmg=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90ColQQP_mx0ApM3BIQpPp08F-nF4DU0y5Mfpi0FNNk1FJ9reoHpqKpTJAgrl2opXu_WRFiFigPdQFmbEWeYVqY6ir-q4rLth6grchaPjvtqRVnYbjLtloDJ3kqoBQhRRK7r6Sqo=w300-h225-p"
앳더모먼트,3달 전,김사라,지역 가이드 · 리뷰 24개 · 사진 134장,별표 5개,"매장으로부터 할인받고 작성한 솔직한 후기입니다

특제 양념이 소꼬리에 아주 잘 스며들어 있어서…","https://lh3.googleusercontent.com/geougc-cs/AB3l90AxDhW0yIYxBrTWrNMr5Bw2N7y1smoHyYIwNPzzWxACQLUiGHwQYewtXmIInx7Z5EmnhkNMQQVezMXF7Bl-NrgvcdHFS81o3Uhc_5ZkVU83VcMR5DMfSaahMP-SAE5h7WKJw5J96w=w300-h450-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AzSTlpfBNnPlwLBYUNvcoKLHfOYCExQzV4z8mduqaQZsjTnDp8jvfpoJ934PbrfNt_y50syTEZ9NZdIpl2cTRrcMBkrjCaMEh026oDTMLyXBmHz05OYJ8whoiQKYtd0jGGfYw=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90DYVLoK7cJsR-meB5jmpwCRfNjsGMmhd9tdj-4fFu8pRBbMGJ4YPaFK79OGDNR7weqaPvSlAl0uYUEuDf-CQSZwmmlT9RlySrsgu7Tep6q7CwYPTnMjVSQsmHnYmcG86DEfCSnFTQ=w300-h225-p"
앳더모먼트,3달 전,홀리올리,지역 가이드 · 리뷰 68개 · 사진 364장,별표 5개,꼬리곰탕과 도가니탕 먹고 몸보신 제대로 했어요! 고기가 튼실하고 쫀득하고 국물은 진해서 감동하면서 먹었어요?? 감자채전은 빠삭하면서도 포슬포슬거려서 너무 맛있었어요?? 잔잔한 음악이 흐르는 공간에서 행복한 식사를 했네요 :)…,"https://lh3.googleusercontent.com/geougc-cs/AB3l90B0FSK4I15F34Hbgh02yBzHU-ragKkmi2YDkpiWfq_QPpfcXlB8kiwRoz2QLtF_mycnuPZSCdLekU0H3aYekLV3Etf0BN_SVsb1WYouOnO7Gwukuf8fwVz3ELpeqBgQ_urcoqYAJA=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90A3SVn1IzYnDVtrRccXyNNGeRN9lWSMko732iwh7G6ceL4brdtiP5eDoWa-T13FdVVuQ5AlZ9JrFXllZs_eSbQt-JrQComat37KczeB2EcTJ1suLTSwMEW_a4ljaxLEwCM1tj35=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90Bf2y-2tBquVNK3weqA_HjKkwb62qvw62DzLx3MD54KNK3r8HuXpu6xyxCYljlu_uZ37geNMb85CYVGCd7RAPMoF2Cls1jmZc_uqBajMNQBbqjdIiiJhvytpYPSSWk7srQ3p0xy=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AT5iIIzJ-qG42nBEq6MoODc5yQQE8dVV4zWqeWQTdR6TYHCFbJ9vAusCRUQU9_rKs3QRPaTyEkefc7b40_uTRU_w7zUrtwwGd9SYVudc1Egn74T88eEpr1I3vz8FnVdaF_fY3_=w300-h225-p"
앳더모먼트,2달 전,박종태,지역 가이드 · 리뷰 49개 · 사진 417장,별표 5개,우미집1947은 매우 세련된 인테리어가 인상적이며 3대째 78년이라는 긴 세월동안 이렇게 맛있는 꼬리찜을 유지하고 있다는 것에 매우 놀랐습니다. 한번 방문하면 오래 기억에 남을 공간과 음식 맛을 제공하는 곳이라 데이트 장소로 최고입니다.,"https://lh3.googleusercontent.com/geougc-cs/AB3l90CiNRBb4zCeDbUNwj-BIw0N-YDB6Xz43xsJj45Lrc5MMzVx9ZeTpc37x7ApReAfrpP_BDkY_TuO4sNSQ7dzbDOiES6ASc-9oR3YssMxv6bPAnyCtkPikYsP_FPZCuDpDAcuvnnc=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AY9dIMQm0t6yVz1Y11YCK8yu-yNDxdL2SP6-PnMX-KdZqlehESHNyjtWqXNvvnfJyowyUQpm0kr78rUB0Vvrxqm66XkXaH-iwleYclHLoVmICxYUUqvbShrQBG5isZlQVTLMCv1A=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AA9BoCxM-kxjYF-X8IE5Cwi6po4fJPNaEYc3b4gQLcjug6WF-6VbRIRfBCwFMl3_IhFcYw5wlFKzxq4WGkEFOZDUyprV9yGFDgmulqd0y7SmOaFSSdcjYMyEKZQm1kgfJTDVmr=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AU9YNJWMwtGJifhnoWj0KSPfiLvGr7-kx9KzFMQTBK2IJiw-uooBAskgyI89hErTCShQvLG891UIYEt3uW2zVGTn5JnU4TAml4j-MKZaUuQxwPNdcGRCP1hr2m0YcpHkHYPFoKnQ=w300-h225-p"
앳더모먼트,2달 전,강윤정,지역 가이드 · 리뷰 71개 · 사진 485장,별표 5개,"한국적인 인테리어와 전통 한식 꼬리곰탕 분위기 좋고 맛있어요 특히 꼬리찜엔 꼬리곰탕국물이 나와 맛봤는데 맑고 깔끔한 꼬리곰탕 맛있었어요 리필까지 돼 넘 좋았네요ㅎㅎ
감자채전과 마늘밥은 꼬리찜과 먹기 좋았는데 꼬리찜 양념이 자극적이지않고 깔끔해 맛있어요 추천!","https://lh3.googleusercontent.com/geougc-cs/AB3l90AXF2sZYhPfGbrkuNx0sqHpR2Dw4ZVaDbxEZauZezvWrV36FWFKGz_u6FCUPkh4UJsfgrhxd4kJFuHF0D8GYwbgmvpEenxcGwBG32D8EZ-8NEETbspUMgUYzHTQvxRxiIi3aC4S=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AfZO9loQ1JqbUsYmruJn6IGpQwj3mCkUKIfmEsVOCtVhigU-FehsPvxUtUyv3ZoACf_g3mOJ3jLp3zXJqzrQcadyA1-yVjYf-ehL73SM8OUYr20MsWMvfuBrPMBdpL6DEMOvHfsg=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90Btum8MjO8JpMAauQPl_1F-XGfE7O-M-BoGlloN3cKlXWRJSvTjJfGQW1bKaXXBjj4eR14G3-dyVOJVXNUUPN-iL3v3RONktol5shzzih40qJrLI0JVtO_34olYesNwOzpGyAc=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AZ1V70y9-0PxAq5r3-pCVv70SvSSJ-D5AMi8GnAImhWdlw6uT4aYCx-ZQL5HzecLgztWEACqVrfaTSqdhQYpiwoRemsrUV5_gBCVUY9Zocpj-wrrSF6OmvJre0dnJmqHlcveSf=w300-h225-p"
앳더모먼트,2달 전,프란,"지역 가이드 · 리뷰 130개 · 사진 3,443장",별표 5개,한식을 좋아하는 딸과 방문했는데 전통적인 느낌과 세련된 느낌이 공존하는 곳입니다 ???? 입구부터 인테리어가 멋지고 내부는 세련되면서도 따뜻한 공간으로 데이트하거나 모임하기 딱 좋아 보였어요~???? 음악은 뉴에이지 느낌으로 퓨전한식을 즐기기 좋았고요?? 우족탕과 김치천 그리고 마늘 볶음밥 2개를 주문했는데 우족탕의 맑고 뽀얀 국물이 깔끔하면서도 깊은맛이 나서 완전 만족스러웠고 김치전은 두툼하고 바삭하게 잘 구워서 접시를 덮어 버린…,"https://lh3.googleusercontent.com/geougc-cs/AB3l90A3GmVSb3v304gnuB_BT5EpyZ7OunNWNIDVptOafmWL_dNE4c20oviqI3Fnvn2m3SPo2wxv7PVwBbVME-Q4SbvMreALVqX4m9CCa1vz76eNHrX7tdvAcQZyCfO8hKH-lKTwBok=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90DplLuOaHZuCEmdKywl_2UFQfonOG6Nh_ygCFcZoa6StFXo9zhQt6ltkITqzwbcW5y5oJs2WAEN-iDR3hAJcn3IoE0_qdkVdZCv0kcLoWShy6DQUl2zuv4-KcN_DTg-Wj7GvqKiPg=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AnoJoO4iR-U7IaU9U5KGzd4q0UEAd62fsxaVsTijPmwzXWDC_Gw8davbd0owxXva2_CF6tTJyODNg36bgK_ZP1iw9InHmg206boOg_Ynis6rtSfq2nORE0pSMsNgnut2IYKic=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90C96JuU0-0jc_gzhUVXxP1Id1M-LQA7HWp5dakHLuzjC-uDwgRp9f2ES5gh38wDdxrQh9xHTmXGXwtmRwmAX6RLqRPA3rVxbBnnM9E_gatPZWMwb4vwD4k9Qcz-fOxTng5bYjaX=w300-h225-p"
초이다이닝,3주 전,June,리뷰 2개 · 사진 2장,별표 5개,"I ordered the Braised Oxtail , and the flavor was absolutely amazing. It retained the natural aroma of the beef bones, and the seasoning along with the green onions added wonderful layers of taste. Pairing it with Garlic Fried Rice was…","https://lh3.googleusercontent.com/geougc-cs/AB3l90DAZzPG94fLG6d1Uvn7UbaG2PNPI3AgfHKBbzp4UXLl8lU0kZPoqory-lWkmXQPCvVtfbhNa-0YbkrJTRFFAiIjiY5eHj_eNnh5zahoy2oJKDj0d678Rz6Ss5nAE-UsObZWlgPp=w300-h450-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90CxU6idHOC7mdKROMPN1uHFs_6LRFsERhBPGCPHkLxAsbPV5hfyV0cNREtjkqzaOoyHDLcDnC3EpbH49OtFF16RhXZXP1zU93PlCqGj2DzFXYbrx9J2rDVJQNsl9f98dgY5t6OOVw=w300-h450-p"
초이다이닝,1달 전,올라봉봉(곰순이),지역 가이드 · 리뷰 70개 · 사진 520장,별표 5개,"79년 전통 3대째 이어온
연남동맛집 우미집 1947 꼬리곰탕! 꾸물거리는 비오는 날 퍼펙트한 메뉴 선정~????
크기도 실하고 쫄깃한 소꼬리 살밥과 진한 국물이 예술이었어요…","https://lh3.googleusercontent.com/geougc-cs/AB3l90Cp_OU8TCo7J8FcXfN0vFhhJmfOuoIoszQ0CJ9qiUSypmHanu9kRkiMRS9u_WHzWBFFoAIOiVtWT7ZMXPyN6wOl5YRhwEwVuFyOVfSZh6yxKg_2H-v4Hm8IcKJDs2qn7BcuSSOfyw=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90AYuPFT9dn6FTubcnegI-D3-mMVlQEhB_5EvaMDVliA8mH1bIm9NeXCQAdHX8aMBQqZxef40cSgAM5ju2JlvcVN7N9bM-ggaBepdp3wjTWe27_kmkMOOxJZb-wd_JLZ9BZwYMbq=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90CIDlEwbt_FvnXMooP8vFSn3iHQ_7_K_s7XAiwRy4qsjzkQ2ZtMyYlkaFV63NhCVsvieb0LMPhIDi4bAonhKHnEYD4J8-FjmnPgbN5e7uvb0i_Jhu-9fC-qENw33mO1g8Et0D-ezg=w300-h225-p
 https://lh3.googleusercontent.com/geougc-cs/AB3l90CHXfIhC2B5a6UbOVhY02Oe-5weyhCf8TiGZ25qEXu7bOrlMU8Ls_YWflgkzLb8vlD4bmN8GQktTvK2d5qJjQZAbQT_Bl29JFqbfhInrfGPFn1YCmUo0tDd805nLb8zMVDhcv0-=w300-h225-p"
