º°Á¡,¸®ºä³»¿ë,ÀÛ¼ºÀÚ,ÀÛ¼ºÀÚ ÇÁ·ÎÇÊ ¸µÅ©,½Ã°£,»ç¾÷Àå¸í,°Ë»ö°á°ú °¡°Ô¸í,°Ë»ö°á°ú¿Í »ç¾÷Àå¸í À¯»çµµ
4,"°ñ¸ñ¿¡ ÀÖ´Â À½½ÄÁ¡ÀÌ¿¹¿ä. ÀÛÁö¸¸ À½½ÄÀÇ Ä÷·¯Æ¼°¡ ÁÁ¾Ò½À´Ï´Ù. ÃÊ¹äÀ»(12,000¿ø) ¸Ô¾ú´Âµ¥ È¸ÀÇ ¾ç°ú Å©±â°¡ ÁÁ¾Ò°í ¹äÀÇ ¾çµµ ÁÁ¾Ò½À´Ï´Ù. ¹è ºÎ¸£°Ô ¸Ô°í ½ÍÀº ºÐÀº ¸¸Á·½º·´Áö ¾ÊÀ» µí ÇØ¿ä. ÀÛÀ¸´Ï±î ¸¹Àº ÀÎ¿øÀÌ °¡½Ã°Å³ª ½Ä»ç½Ã°£¿¡ ´Ê°Ô °¡¸é ±â´Ù¸®¼Å¾ß ÇØ¿ä.",Yonghan KIM,https://www.google.com/maps/contrib/102665359594116895829/reviews,5³â Àü,Áø¿ì³×ÃÊ¹ä,Áø¿ì³× ÃÊ¹ä,0.909090909
4,"È«´ë ¸ÀÁý
È¸µ¤¹ä¸¸ ¸Ô¾îºÃ´Âµ¥ È¸ ½Å¼±µµ°¡ ¾ÆÁÖ ÁÁ°í
Á¡½É½Ã°£¿¡ ´ë±âÁÙÀÌ ¼­´Â ³ëÆ÷ ¸ÀÁý",ch wonseok,https://www.google.com/maps/contrib/102331419829129844496/reviews,3³â Àü,Áø¿ì³×ÃÊ¹ä,Áø¿ì³× ÃÊ¹ä,0.909090909
4,ÀÏº»¿¡¼­ÀÌ¿Íºñ½ÁÇÑ ¶ó¸é¸Ô¾ú¾ú´Âµ¥¿ä ÈÎ¾À ´ú ÀÚ±ØÀûÀÌ¿´¾î¼­ ÁÁ¾Ò½À´Ï´Ù. ´Ù¸¸ ¶ó¸à ¸éÀÌ¸¹ÀÌ ²¿µéÇØ¼­ »ìÂ¦ ¹Ð°¡·ç ³¿»õ³ª±äÇß½À´Ï´Ù. ¼¼Æ®·Î½ÃÄ×´Âµ¥ °¡¶ó¾Æ°Ô Ä÷¸®Æ¼ ¹ÌÃÆÀ½ ¤Ð,Èö´Ï¾÷,https://www.google.com/maps/contrib/111248124452502379313/reviews,3´Þ Àü,Äí·ÎÄÚ ½Ä´ç,Äí·ÎÄÚ½Ä´ç,0.909090909
5,"Ä¿¸® ¸¶Á¦¼Ò¹Ù°¡ ÁøÂ¥ ¸ÀÀÖ½À´Ï´Ù
°¡¶ó¾Æ°Ô ¹Ì¼Ò¶ó¸àµîÀº Àû´çÈ÷ ¸ÀÀÖ´Âµ¥
Ä¿¸® ¸¶Á¦¼Ò¹Ù°¡ ÀÔ¿¡ ¬d ºÙ´Â°Ô ¶Ç »ý°¢³ª³×¿ä
¸ÀÀÖ¾î¿ä",°ü¾Ç±¸ ÇÜÃÖ¸î,https://www.google.com/maps/contrib/109011112348256423670/reviews,5´Þ Àü,Äí·ÎÄÚ ½Ä´ç,Äí·ÎÄÚ½Ä´ç,0.909090909
5,¸®ºä°¡ ÁÁ¾Æ¼­ ¹æ¹®ÇÏ°Ô µÇ¾ú´Âµ¥ Á÷¿øºÐµéµµ Ä£ÀýÇÏ½Ã°í Àü¸Þ´º°¡ °¡°ÝÀÌ ½Î¼­ ÇÐ»ýºÐµéµµ ºÎ´ã¾øÀÌ µå½Ç ¼ö ÀÖ½À´Ï´Ù!,±èÁ¤Çå,https://www.google.com/maps/contrib/105965036836796707408/reviews,2ÁÖ Àü,Äí·ÎÄÚ ½Ä´ç,Äí·ÎÄÚ½Ä´ç,0.909090909
5,"¼ÖÁ÷È÷ ÀÏº»¿¡¼­ ¸Ô¾ú´ø ¶ó¸à º¸´Ù ¸ÀÀÖ¾ú´Ù.
Ã­½´°¡ ¸Å¿ì ºÎµå·´°í ¸Å¿î¸À ¶ó¸à ½ºÇÁ°¡ Æ¯È÷ ¸ÀÀÖ¾ú´Ù. ÅäÇÎµµ ¸Å¿ì ¾ËÂ÷°í ¾çÀÌ ¸¹¾Æ¼­ ÁÁ¾Ò´Ù.",¾È¹ÌÇý,https://www.google.com/maps/contrib/117133656161448854682/reviews,8´Þ Àü,Äí·ÎÄÚ ½Ä´ç,Äí·ÎÄÚ½Ä´ç,0.909090909
4,"±¹¹°Àº ÁøÇÑµ¥µµ Àâ³»°¡ ¾ø¾î¿ä.
¸éÀº ²ö±â°¡ Á» ¾ø¾ø±¸¿ä.
Â÷½´´Â ¸ÀÀÖ¾úÁö¸¸ Á» ¾ã¾Ò°í,
°è¶õÀº 2°³³ª ÀÖ¾î ´õ ÁÁ¾Ò³×¿ä.
Âü, ¹ä ¿äÃ»ÇÏ¸é ¹«·á·Î ÁÖ½Ê´Ï´Ù. ¸»¾Æ¸ÔÀ¸¸é ¸ÀÀÖ¾î¿ä.",Y.,https://www.google.com/maps/contrib/102973299059696026550/reviews,1³â Àü,Äí·ÎÄÚ ½Ä´ç,Äí·ÎÄÚ½Ä´ç,0.909090909
5,"¸À°ú ÇÃ·¹ÀÌÆÃ ¸ðµÎ Àâ¾Ò´Ù. ³Ê¹«(?) Ä£ÀýÇÏ½Å »çÀå´ÔÀÌ °è½Ã°í, ÀÌ·±Àú·± ÀÌ¾ß±â ³ª´©¸ç Áñ°Ì°Ô ¸ÔÀ» ¼ö ÀÖ¾ú´Ù. µ¿³× ÁÖ¹ÎÀÌ¼Å¼­ ³î°Å¸®³ª Áñ±æ°Å¸® ¿©ÂÞ¾îº¸¸é ¼º½É¼ºÀÇ²¯ ´ë´äÇØÁÖ½Å´Ù. ¿©·¯¸ð·Î ¿¬³²µ¿ ¸ÀÁý ÀÎÁ¤!",»Ç´¨,https://www.google.com/maps/contrib/107952827870012481112/reviews,2³â Àü,±è he said yes,he said yes,0.916666667
2,Á¦ ÀÔ¸ÀÀº ¾Æ´Ï¿´½À´Ï´Ù. ÁöÀÎÀÌ ½ÃÅ² ÆÄ½ºÅ¸´Â Á»´õ ¸ÀÀÖ¾ú´Âµ¥ Á¦°¡ ½ÃÅ² ¾ßÅ°µµ¸® µ¤¹äÀº ¾Ö¸ÅÇÑ ¸ÀÀÌ¾ú¾î¿ä. Àý´ë ½ÇÆÐÇÒ°Å °°Áö ¾ÊÀº ¸Þ´º¶ó¼­ °ñ¶ú´Âµ¥ ´Ù¸ÔÁö ¸øÇß½À´Ï´Ù. ¤Ì¤Ì  ¹Ù¿¡ ¾É¾Æ¼­ ¸Ô´À¶ó À¯ÄèÇÑ ½¦ÇÁ´ÔÀÌ¶û ´ëÈ­´Â Áñ°Å¿ü¾î¿ä. Ä£ÀýÇÏ½Ã°í. ¹ÝÂùµµ ¹Ù·Î¹Ù·Î ¸®ÇÊÇØÁÖ½Ã°í ¼¶¼¼ÇÑ Ã¬±è±îÁö.,sangjeong park,https://www.google.com/maps/contrib/110045001113870095328/reviews,5³â Àü,±è he said yes,he said yes,0.916666667
5,»çÀå´Ô²²¼­ »ó´çÈ÷ Ä£ÀýÇÏ½Ã°í À¯ÄèÇÏ½Ã´Ù. ³¸¼± »ç¶÷°ú ´ëÈ­ÇÏ´Â °Ô Èûµç »ç¶÷ÀÌ¶ó¸é Á¶±Ý ºÎ´ã½º·¯¿ï Áöµµ... À½½Äµµ ¸ÀÀÖ°í °¡°Ýµµ ÇÕ¸®ÀûÀÎ Æí.,ÀÌ¿ì¿µ,https://www.google.com/maps/contrib/104835644259407044338/reviews,4³â Àü,±è he said yes,he said yes,0.916666667
5,À½½Äµµ ³Ê¹« ¸ÀÀÕ°í ³ÑÄ£ÀýÇØ¼­ Ä£±¸µé µ¥¸®°í¶Ç °¥²²¿ä!!,e s,https://www.google.com/maps/contrib/113105548163478496987/reviews,6³â Àü,±è he said yes,he said yes,0.916666667
5,¸ÚÁø ºÐÀ§±âÀÇ Ä³ÁÖ¾óÇÑ ÀÏ½Ä ±â¹Ý Ç»Àü À½½Ä ºñ½ºÆ®·Î! ¹ä±×¸©°ú À½¾ÇÀ» Áñ°å¾î¿ä!,miji kim,https://www.google.com/maps/contrib/110414007073210884440/reviews,2³â Àü,±è he said yes,he said yes,0.916666667
3,"¿©±â¿¡ ¿Ã¶© ¿©·¯°¡Áö ¸Þ´º¸¦ ½ÃÅ°°ÚÁö¸¸, µü ±ÔÄ«Ã÷¸¸ ¸ÔÀ¸·¯ ¿À´Â »ç¶÷Àº ÀûÀ»°ÍÀÌ´Ù.

±ÔÄ«Ã÷´Â ºñ±³Àû °¡°Ýµµ ÇÕ¸®ÀûÀÌ°í

±²ÀåÈ÷ ºÎµå·´°í ¸ÀÀÖ¾ú´Ù.

¿©±â¸¦ ¸¶Áö¸·À¸·Î ³­ ±ÔÄ«Ã÷¶ó´Â À½½ÄÀ» ¼ÕÀý¶§¸±·Á°í Çß´Âµ¥

ÁøÂ¥ ³Ê¹« ÁÁ¾Ò´Ù. ´Ù¸¸, ÆòÁ¡ÀÌ ¿Ö ÀÌ·¯³Ä

È÷¹äµµ ´Ù³à°¬´Âµ¥ ±¸±Û ¸®ºä°¡ ¿Ö ÀÌ·¸°Ô Àû³Ä!!

¹Ù·Î ´Ù¸¥¸Þ´º´Â ¿³°°±â ¶§¹®ÀÌ´Ù.

Äí½ÃÄ«Ã÷( Æ¢±è ¸ðµë ) ³Ê¹« ÀÌ»µ¼­ ÁÖ¹®Çß´Âµ¥

Ä¿´Ù¶õ ¶±ÀÌ 3°³... µÎºÎÆ¢±è...»ýµÎºÎ¸ÀÀÌ ±×´ë·Î ³ª°í..... ±×°Å »©¸é ¹¹ ¾ø´Ù... °¡¼ººñ Æ¢±è¼¼Æ®?? Àå³­ÇÏ³Ä?¤»¤» ¶±ÀÌ¶û µÎºÎ Æ¢±ä´ÙÀ½¿¡ ÀÜÆ¢±è ¸î°³ Ãß°¡ÇÏ¸é ³¡

¼Ò½º´Â Ä¥¸®¼Ò½º¶û °Á ÇÏ¾á¼Ò½º? Àú°Å ÁÖ´Âµ¥ ¤»¤»

µÎºÎÆ¢±èÀº ¹¹ Âï¾î¸Ô¾î¾ßµÊ??

¿¡ÈÞ...

°á·Ð : ±ÔÄ«Ã÷´Â ÀÎÁ¤. ´Ù¸¥¸Þ´º´Â ±×³É±×·³.",1,https://www.google.com/maps/contrib/104743130885597316860/reviews,1³â Àü,ÄíÈ÷Ä¡ ¿¬³²Á¡,ÄíÈ÷Ä¡ ¿¬³²,0.923076923
4,±ÔÄ«Ã÷ ³Ê¹«³ª ¸ÀÀÖ°í ´Ù¸¥ ¸Þ´ºµµ ¸ÀÀÖ¾ú¾î¿ä,Pebble,https://www.google.com/maps/contrib/104818735495006652634/reviews,5´Þ Àü,ÄíÈ÷Ä¡ ¿¬³²Á¡,ÄíÈ÷Ä¡ ¿¬³²,0.923076923
4,"¸ÀÀÌ¾øÀ» ¼ö ¾ø´Â Á¶ÇÕÀÔ´Ï´Ù.
Æ¯Ãâ³­ ÀÌ°÷¸¸ÀÇ ¸Þ´º°¡¾Æ´Ñ ÈçÇÏ°Ô º¼ ¼ö ÀÖ´Â ¸Þ´º¿Í Á¶ÇÕÀÌÁö¸¸ ¸ÀÀÌ ÈÇ¸¢ÇÕ´Ï´Ù.
³ªº£¿¡ ¿ìµ¿Ãß°¡ÇÏ¸é ´õ ¸ÀÀÖ°Ô ¸ÔÀ» ¼ö ÀÖ°í
ÀÌÀÚÄ«¾ß¸Þ´º°¡ ´ëºÎºÐÀÌÁö¸¸ ½Ä»ç·Îµµ ÈÇ¸¢ÇÕ´Ï´Ù.",seul seul,https://www.google.com/maps/contrib/111330366830857266133/reviews,9´Þ Àü,ÄíÈ÷Ä¡ ¿¬³²Á¡,ÄíÈ÷Ä¡ ¿¬³²,0.923076923
5,"ÀÌÀÚÄ«¾ß¶ó°í »ý°¢ÇØ¼­ µ¿³× ÀÌÀÚÄ«¾ß°ÚÁö¶ó°í »ý°¢Çß½À´Ï´Ù
À¯Æ©¹ö È÷¹ä´ÔÀÌ ³ª¿Â°÷ÀÌ¶ó°í ÇØ¼­ ¸¹ÀÌ ¸Ô¾ú±¸³ª ¶ó°í »ý°¢Çß¾î¿ä

ÇÑ¹ø µå¼Åº¸½Ã¸é »ý°¢ÀÌ ¾Æ´Ï¶ó Çàµ¿À¸·Î ¸Ô´Â ¸ð½ÀÀ» º¼ ¼ö ÀÖ¾î¿ä",sugil kim,https://www.google.com/maps/contrib/117992642395315656400/reviews,1³â Àü,ÄíÈ÷Ä¡ ¿¬³²Á¡,ÄíÈ÷Ä¡ ¿¬³²,0.923076923
5,"´Ù¾çÇÑ ¸Þ´º ±ò²ûÇÑ½Ç³»
À½½Äµµ ´Ù ¸ÀÀÖ¾î¿ä
Àç¹æ¹®ÀÇ»ç ¸¹ÀÌÀÖÀ½",±è¹ÎÁø,https://www.google.com/maps/contrib/114629868440147467133/reviews,10´Þ Àü,ÄíÈ÷Ä¡ ¿¬³²Á¡,ÄíÈ÷Ä¡ ¿¬³²,0.923076923
5,"Àå½ÄÀÌ ¾ÆÁÖ ¿¹»Ú´Ù!ÁÖÀÎÀÇ Á¤¼ºÀ» ¿³º¼ ¼ö ÀÖ´Â µðÀÚÀÎÀÔ´Ï´Ù.
2Ãþ ¿¬¸øÀº »çÁø Âï±â ÁÁ¾Æ¿ä.
¸øÀÌ ´Ù »ýÈ­¶ó´Â °É ¾Ë ¼ö ÀÖ¾î¿ä.
±Ùµ¥ Á» ½Ä°¨ÀÌ Æò¹üÇØ¼­ ¾Æ½¬¿ö¿ä.",Rachel,https://www.google.com/maps/contrib/110815982169961503971/reviews,1³â Àü,ºê·¡µð½ºÄ¿ÇÇ,ºê·¡µð½º Ä¿ÇÇ,0.923076923
4,"µðÀúÆ®¸Þ´º°¡ Á¾·ù°¡ Á» ´õ ´Ù¾çÇÏ¸é ÁÁÀ» °Í °°¾Æ¿ä!
ÀÚ¸®´Â ¿©±âÀú±â Àº±Ù ¸¹ÀÌÀÖ¾ú°í, ÀÎÅ×¸®¾î°¡ ¿¹»¼¾î¿ä",hyeoen,https://www.google.com/maps/contrib/118393136824900078329/reviews,1³â Àü,ºê·¡µð½ºÄ¿ÇÇ,ºê·¡µð½º Ä¿ÇÇ,0.923076923
4,"»çÁø Çª»çÀå¼ÒÀÎµí.
Ä£±¸¿Í ¿ì¿¬È÷ µé¾î°¬´Âµ¥. »çÁø ¸í¼Ò¿´´ÂÁö ¿Ü±¹ÀÎµé·Î ºÏÀûºÏÀû.
»ýÈ­°¡ ³°Àº ¼öµ¾°¡¿¡ Å«´ÜÀ¸·Î ´ã°ÜÀÖ°í ºûÀÌ »ç¹æ¿¡¼­ µé¾î¿Í »çÁøÀÌ ¿¡»Ú°Ô ³ª¿Â´Ù",ÀÌÀº¹Ì (SUE),https://www.google.com/maps/contrib/114776726002692396585/reviews,2³â Àü,ºê·¡µð½ºÄ¿ÇÇ,ºê·¡µð½º Ä¿ÇÇ,0.923076923
5,»çÀå´Ô Ä£ÀýÇÏ°í Ä¿ÇÇµµ ±ò²ûÇÏ°í Ä¡ÁîÄÉÀÍÀÌ ÁøÂ¥ ¸ÀÀÖ¾î¿ä!!! ??,±è±ØÁö´Ï,https://www.google.com/maps/contrib/117593564075574683764/reviews,1³â Àü,ºê·¡µð½ºÄ¿ÇÇ,ºê·¡µð½º Ä¿ÇÇ,0.923076923
5,"À½·á´Â ·¹¸ó±¹È­Â÷
»§ÀÌ ±¸¿öÁ® µû¶æÇØ¼­ ½ºÇÁ·¹µå¿Í Àß ¾î¿ï·Á¿ä.
ÀÌ Ä«Æä Àå½Äµµ ³Ê¹« ±Í¿±°í ¿¹»µ¿ä
»çÁø ÃÔ¿µ¿¡ ¸Å¿ì ÀûÇÕ
Àü¹ÝÀûÀ¸·Î ¸Å¿ì Æí¾ÈÇÑ ¸ÅÀå",ïËà¼ÚÂ,https://www.google.com/maps/contrib/101181547925214577366/reviews,3´Þ Àü,ºê·¡µð½ºÄ¿ÇÇ,ºê·¡µð½º Ä¿ÇÇ,0.923076923
5,ÁöÇÏ °ø¿¬Àå ¾Æ´ãÇØ¿ä ¾ÆµæÇÏ°í ^^,ºñ´Ü,https://www.google.com/maps/contrib/108374001758965383710/reviews,5´Þ Àü,¿¬³² ½ºÆäÀÌ½º,¿¬³²½ºÆäÀÌ½º,0.923076923
5,"¿¬³²µ¿ ¸ÀÁý #¿¬³²µ¿¿ÍÀÌÅ¾
¼­¿ï À£¸µÅÏ ¸ÀÁýÀÌ¿¡¿ä.
2~3ÃþÀ¸·Î ºÐÀ§±â ÁÁÀº µ¥ÀÌÆ®¸ÀÁýÀÌ¿¡¿ä.
ºñÇÁÀ£¸µÅÏ ÃßÃµÇØ¿ä. ¿ÍÀÎ ¸®½ºÆ®µµ ´Ù¾çÇØ¼­ Æä¾î¸µÇÏ±â ÁÁ¾Æ¿ä.
#¿¬³²µ¿¸ÀÁý #¿¬³²µ¿Âð¸ÀÁý #¿¬³²µ¿µ¥ÀÌÆ® #¿¬³²µ¿È¸½Ä #¿¬³²µ¿¿ÍÀÎ #À£¸µÅÏ",¹ß·¹Å¸,https://www.google.com/maps/contrib/111691417296328579689/reviews,3´Þ Àü,¿¬³²µ¿ ¿ÍÀÌÅ¾,¿¬³²µ¿¿ÍÀÌÅ¾,0.923076923
5,"¿¬Èñµ¿¿¡ À§Ä¡ÇÑ ºÐÀ§±â ÁÁ°í Á¤¸» ¸ÀÀÖ´Â ÀÌÅ»¸®¾È ·¹½ºÅä¶û ??!!
»çÀå´Ô ³Ê¹« Ä£ÀýÇÏ¼Å¼­ À½½ÄÀÌ ¹è·Î ¸ÀÀÖ¾ú¾î¿ä..!
ÃßÃµÇÏ´Â ¸Þ´º´Â ½¬¸²ÇÁ·ÎÁ¦ÆÄ½ºÅ¸¿Í ¿Õ¹®¾î¸Ô¹°¸®Á¶ÅäÀÔ´Ï´Ù.
°¡Á·ÀÌ¶û, ¿¬ÀÎÀÌ¶û, Ä£±¸¶û ¿À±â¿¡µµ ¸ðµÎ ÁÁÁö¸¸ ºÎ¸ð´ÔÀÌ¶û °°ÀÌ µ¥ÀÌÆ® ÇÏ·¯ ¿À±â µü ÁÁÀº°Å°°¾Æ¿ä ????????",Emily Jung,https://www.google.com/maps/contrib/103402498884341390302/reviews,11´Þ Àü,¿¬³²µ¿ ¿ÍÀÌÅ¾,¿¬³²µ¿¿ÍÀÌÅ¾,0.923076923
5,"ºÐÀ§±â°¡ ¾öÃ» ÁÁ°í, Æ¯È÷ ¸ÅÀåÀ½¾Çµµ ÁÁ¾Ò¾î¿ä. ¾Æ ±×¸®°í ¸®Á¶¶Ç¶û, ·ÎÁ¦ ÆÄ½ºÅ¸°¡ ÁøÂ¥ ¸Ô¾îº» À½½ÄµéÁß¿¡ °¡Àå ¸ÀÀÖ¾ú¾î¿ä!!",Younjae Jung,https://www.google.com/maps/contrib/104665010935701883517/reviews,11´Þ Àü,¿¬³²µ¿ ¿ÍÀÌÅ¾,¿¬³²µ¿¿ÍÀÌÅ¾,0.923076923
5,¸À ºÐÀ§±â ´Ù ÁÁ½À´Ï´Ù Æ¯È÷ ÀÌ°÷¿¡¼­¸¸ ¸ÔÀ» ¼ö ÀÖ´Â ºñÇÁÀ£¸µÅÏÀº ½Ã±×´ÏÃ³ÀÏ¸¸ ÇÕ´Ï´Ù °­·ÂÃßÃµÀÔ´Ï´Ù,±èÁö¹Î,https://www.google.com/maps/contrib/102258029437205701022/reviews,1³â Àü,¿¬³²µ¿ ¿ÍÀÌÅ¾,¿¬³²µ¿¿ÍÀÌÅ¾,0.923076923
5,¿¹¾à ÈÄ ¹æ¹®Çß¾î¿ä! Ä£ÀýÇÏ½Ã°í ¸ÅÀåºÐÀ§±âµµ ÁÁ¾Ò°í ºñÇÁÀ£¸µÅÏµµ ±¦Âú¾Ò½À´Ï´ç,J Persona (myaongjji),https://www.google.com/maps/contrib/106903956580252289456/reviews,10´Þ Àü,¿¬³²µ¿ ¿ÍÀÌÅ¾,¿¬³²µ¿¿ÍÀÌÅ¾,0.923076923
4,"²Ê¹è±â Àü¹®Á¡ ²ÊÆä¿¡ ´Ù³à¿Ô½À´Ï´Ù.
¿äÁò È«´ë ¿¬³²µ¿¿¡ µµ³Ó, ²Ê¹è±â µî °£´ÜÇÏ°Ô Áñ±æ ¼ö ÀÖ´Â µðÀúÆ® ¸ÅÀåÀÌ Á¤¸» ¸¹ÀÌ »ý°å´Âµ¥ ¾ÆÀÌ¾ð¸Ç¿¡ ³ª¿Í¼­ ÀÎ±â¸¦ ²ö ·£µð½º µµ³ÓÀÌ³ª ÀÌ ²ÊÆä°¡ ÀÎ±â¸¦ ²ø°í ÀÖÁÒ.

²ÊÆä¸¸ÀÇ ½Ã±×´ÏÃ³ ¹ÝÁ×ÀÌ ÀÖ°í, ÀÌ ¹ÝÁ×À¸·Î ¸ÅÀÏ ¾ÆÄ§ °¡°Ô¿¡¼­ Á÷Á¢ ²Ê¹è±â¸¦ ¸¸µé±â ¶§¹®¿¡ ÃÖ»óÀÇ ¸ÀÀ» ´À³¥ ¼ö ÀÖ´Ù´Âµ¥¿ä, ²Ê¹è±â Ä¡°í´Â °¡°Ý´ë°¡ »ó´çÇÑ ÆíÀÌÁö¸¸ ´Ù¾çÇÑ Á¾·ù¿Í ¸ÀÀ¸·Î ÀÏ´Ü ½Ã°¢ÀûÀÎ Áñ°Å¿òÀ» Á¦°øÇØÁÝ´Ï´Ù. µ·°ª ÇÕ´Ï´Ù.
±¸ÀÔ ÈÄ À§ÃþÀ¸·Î ¿Ã¶ó°¡ ¸ÅÀå¿¡¼­ Áñ±æ¼öµµ ÀÖ°í, Æ÷Àåµµ °¡´ÉÇÑµ¥ ÀúÈñ´Â Æ÷ÀåÇØ¼­ »ç¹«½Ç¿¡¼­ ¸Ô´Â°É·Î^^

²Ê¹è±â À§¿¡ »ó´çÈ÷ µ¶Æ¯ÇÑ ÅäÇÎÀ» ¿Ã·Á ´Ù¾çÇÑ ¸ÀÀ» Áñ±æ ¼ö ÀÖ½À´Ï´Ù. ½Ã½º´ÏÃ³ ¸Þ´º´Â À¯´ÏÄÜÀÌ¶ó´Âµ¥ Èì... ¾Æ¹«¸® Àß ÆÈ¸°´Ù°í ÇØµµ ÀÏ´Ü ³» ½ºÅ¸ÀÏÀº ¾Æ´Ï³×¿ä ¤¾¤¾¤¾ (³Ê¹« ÈÖÈ²Âù¶õÇÑµ¥?;; ÀÎ½ºÅ¸¿ëÀÌ³×¿ä.)
½Ã±×´ÏÃ³ ¹ÝÁ×À¸·Î ¸¸µç´Ù°í ÇÏ´õ´Ï ¿ª½Ã ÂÌ±êÇÔÀº ÈÇ¸¢ÇÕ´Ï´Ù. ÆÄ¸®XX¶ß¿¡¼­ ¸Ô´Â ²Ê¹è±â³ª ±æ°Å¸®Ç¥ ²Ê¹è±â¿Í´Â ¸ÀÀÌ ¸¹ÀÌ ´Ù¸£³×¿ä. Æ¢±â´Â ±â¸§À» ÁÁÀº °ÍÀ» ¾²´Â°ÇÁö ¾Æ´Ï¸é ÀÚÁÖ °¥¾ÆÁà¼­ ±×·±°ÇÁø ¸ô¶óµµ ÀÏ´Ü ±â¸§ ³¿»õ°¡ º°·Î ¾È³³´Ï´Ù.
½Ä»ç ÈÄ¿¡ µðÀúÆ®·Î Ä¿ÇÇ¿Í ÇÔ²² ÇÏ³ª Á¤µµ Áñ±â±â¿¡´Â ÁÁÀº ¼±ÅÃÀÌ ¾Æ´Ò±î ½Í³×¿ä.

¹Ù·Î ±ÙÃ³¿¡ ÀÏÀü¿¡ ¿Ã¸° °ÅºÏÀÌÀÇ ²ÞÀÌ ÀÖÀ¸´Ï °¡´ÉÇÏ¸é °Å±â¼­ ½Ä»çÇÏ°í ÈÄ½ÄÀ¸·Î ²ÊÆä ²Ê¹è±â ÇÑµÎ°³¿Í Ä¿ÇÇ¸¦ Áñ±â´Â Ç®ÄÚ½º Á¡½É ÃßÃµÇÕ´Ï´Ù.",Junwoo Bae,https://www.google.com/maps/contrib/117520687286249276087/reviews,3³â Àü,²ÊÆä ¿¬³²º»Á¡,²ÊÆä ¿¬³²Á¡,0.923076923
4,"²Ê¹è±âÀÇ ³î¶ó¿î º¯½Å. ¾ÆÀÌµð¾î°¡ ¾ÆÁÖ µ¶Ã¢ÀûÀÎ µðÀúÆ®Ä«Æä. ¿¬³²µ¿ °ñ¸ñ±æ ¾ÈÂÊÀÇ 4ÃþÂ¥¸® ´Üµ¶°Ç¹°¿¡ À§Ä¡. 1Ãþ¿¡¼­ ÁÖ¹®ÇÏ°í, Á÷Á¢ ÇÈ¾÷ÇØ¼­ 2Ãþ¿¡ ¸¶·ÃµÈ Å×ÀÌºí·Î °¡Á®´Ù ¸Ô´Â ¹æ½ÄÀÌ´Ù. ´Ù¾çÇÏ°í È­·ÁÇÑ ÅäÇÎ°ú ¸ÀÀ» °¡Áø 15Á¾·ù ÀÌ»óÀÇ ²Ê¹è±â¸¦ ÆÇ¸ÅÇÑ´Ù. ±âÁ¸ ²Ê¹è±â¿¡ ºñÇØ Á» ´õ ÂÌ±êÇÑ °Í °°°í, ±â¸§±â°¡ ÀûÀ¸¸ç º¸±âº¸´Ù´Â Å©°Ô ´ÞÁö´Â ¾Ê¾Æ¼­ ÁÁ´Ù. ¾Æ¸Þ¸®Ä«³ë´Â ¸¹ÀÌ ¿¬ÇÏ°í Ä«Æä¶ó¶¼ ¿ª½Ã ¾ÆÁÖ Æò¹üÇÑ ¼öÁØÀÇ ¸ÀÀÌ¶ó ¾à°£ ½Ç¸Á½º·´±ä ÇÏÁö¸¸, °¡°Ý´ë°¡ Àú·ÅÇÑ ÆíÀÌ¶ó ÀÌÇØµµ µÈ´Ù. ÇÑ¹øÂë µé·¯ ¸Àº¸¸é ÁÁÀº Àå¼Ò¶ó »ý°¢ÇÑ´Ù.",YJ Oh,https://www.google.com/maps/contrib/108932360600414325275/reviews,2³â Àü,²ÊÆä ¿¬³²º»Á¡,²ÊÆä ¿¬³²Á¡,0.923076923
