사업장명,작성일,작성자,작성자 프로필 링크,작성자 정보,별점,리뷰 내용,이미지 링크
쿄라멘(Kyo ramen),2년 전,天?絨,https://www.google.com/maps/contrib/117023684335353162414/reviews?hl=ko,지역 가이드 · 리뷰 45개 · 사진 422장,별표 3개,진한 수프가 상당히 매력적인 톤코츠라멘.,"https://lh3.googleusercontent.com/geougc-cs/AB3l90CdPcV4V7cxN6MOpj-i_Qd0Sv8ix9BzFhrvHKIUZZYGiVytuEMta2_N3rYlHGoDOhr150TwpoXVuBhAWCsnCi-gaTZDArTzHHUBwg-DV6sCD1yjCkBPBDF9ceT1axbGUOTDlkLaDg=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90Ad82XMJEBRgoUjcmqa9b72V_oRa_NniG737GmNCwVDpBnC1nDTvhnNAvg58DhoHS8v1DWbAUEU7ZWMHl-M-JyNBPanDZZSsm3IwfL3f_yODXb4bwVP-Lt96aJy6E_NYlLp6DDl=w300-h450-p"
쿄라멘(Kyo ramen),3년 전,WANDA NU,https://www.google.com/maps/contrib/117197878352132298841/reviews?hl=ko,리뷰 23개 · 사진 78장,별표 5개,"쿄라멘 돈코츠 최고
제일 좋아하는 라멘집","https://lh3.googleusercontent.com/geougc-cs/AB3l90BjbYaQfxR_S-5nJ1Z9-lyUW9LHcAfwaFWih8DDY1pIGkHgOOjpzY-xw-oC7hwXYw-Ls5z4Ls5ju6xFp6NS8N8aPq9ic8qlAv_xc_e1sfx4WgKG4BL5TiKXNUfLsiIN4w4VXP_uqg=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90B3vpErQHooFiWctEAt7vM_eWTibn41C-CHygthuZxUMr7-HbBi3pPbkhUxZOHW8rXw9SfJ70erv1SnUQzf2dRyu7iFduvLEwCFBGs1KgW3BAx6y3yEdqN57zn8bOBA3BCycxXd=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90DEgWaCsboTUx4iZXQY47IuOwThBKav7GMt9IHEgw-tSa1MplTqdMx8pGh_4CjFUMvo9apEWtDiiBjWZnLJqnx6E-Wdu-gV4gXGgIi2vkZqpq8CH8Ibggko12_ZWUIZXe62A6RWmw=w300-h225-p"
쿄라멘(Kyo ramen),1년 전,이촌촌,https://www.google.com/maps/contrib/109919105551950757386/reviews?hl=ko,지역 가이드 · 리뷰 187개 · 사진 611장,별표 5개,"묵직한 돈코츠라멘.
영업시간은 인스타에서 확인해야한다.","https://lh3.googleusercontent.com/geougc-cs/AB3l90BOldvnYaJI70jccOhcmfnxeXfl_mZUo73EZaOB7hr54nEmGDYFr7gb13y-DgbsYqzTeTXOlrLWYO1pn-5R06OZhqM8b8IUj_E2KIP0Btzx6IIzVw9dfg7iGnnDUkTZFS5dRuuY=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90Bbw9i7AwnQrYAyby9xhiiwid_xvvj9w6YvPL5Xa80DGcNiK-rxHtx6F0r51IYYPLBbcLztqr4exMHabGL8gt6BOVdCpNKg1XKwJobgaKApv-g_cBef7LC-Zyjqxu0Q9NVHC5sA=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90DD-8mn_K1EmoHjhaa7yuCRmYqblH_Di-OX36bjeuyDsXQlh3DWEmRc0fLOz7oSoiZpvES_r7aSQfsnw0X1UyqOM4XRHBYXDe073Niu46Lw27CjiM4JqXDZ20Was1Yp_9uRQkc=w300-h225-p"
쿄라멘(Kyo ramen),10달 전,HA진건,https://www.google.com/maps/contrib/100811700608686014403/reviews?hl=ko,지역 가이드 · 리뷰 18개 · 사진 7장,별표 5개,왜 츠케멘이 유명한지 알 수 있었어요!,https://lh3.googleusercontent.com/geougc-cs/AB3l90CGr6HbVXTChNf325SqyXL7MYIXAftQQ1mPCVkNI04YOupxDTnjgamG6GzUwyNy2g4NqvWO2vZBlT9B8w-VThDXtLJRZ_Br6RvWuSTM4-jPQehQi6xneDvZv39xHq53FFQqEJs=w600-h450-p
쿄라멘(Kyo ramen),2년 전,Libby Yu,https://www.google.com/maps/contrib/102791981977899172999/reviews?hl=ko,"지역 가이드 · 리뷰 398개 · 사진 3,144장",별표 5개,"이렇게 돈코츠 라멘을 맛있게 먹은건 처음인 것 같아요. 잡내없이 사골처럼 진한국물애, 약간 꼬들한 면, 주시는 마늘과 생강도 정말 상큼하게 잘 어우러졌어요. 양도 넉넉해 좋았습니다. 앞으로 홍대부근에서 라멘먹고싶다면 이곳으로 올 것 같아요.…","https://lh3.googleusercontent.com/geougc-cs/AB3l90CFwE0H2xPwNZUaN5INdTmcstKfHSwLb03VAk6iQfEY_rD0mGCUTELJA-9xJxG92R1REQHV1Csbk9EbqW5eYLg_p2bn84Za4lWAEHkP3eL35aZxpMZUEKKReR3re1rZcUZr0va3pw=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90A6OXyoGIHzaHmHagm_LLuwWDUqc6je--JzSedrPyTYGU4e_f1L4fYBfUhJHzbRK810YgE1bg4suoVsnm7r8oLTdGLUOUPnOMTP7Vd0uo2gY-QaI8MlGYkgX7GBrSj7gqJ_uFVV=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90AW5KangtRrzuLqie2uYE-eOCTnVEtCON8z7uw0JhUkzpdjhwIL1dE8lpxy2ykPbVosvNNHu_CqbErOR7dXsjijxJanYNuj68VN2Ex32BrtlaTBbckNZZIz88sidxuVVQIE00i-gA=w300-h225-p"
쿄라멘(Kyo ramen),2년 전,yunseop shin,https://www.google.com/maps/contrib/108239877571556935544/reviews?hl=ko,"지역 가이드 · 리뷰 346개 · 사진 1,245장",별표 4개,"츠케멘 170g도 양 충분.
달걀은 일반 반숙은 아니고 완숙에 가까운 반숙.",https://lh3.googleusercontent.com/geougc-cs/AB3l90DolaDtI2PtpnkC-N3Wz88YXelkQmU5hWv7wNNS6Rk8mLqLEu4gbbmUsF_pavNpw2F4NK3qNJM6vTXkRWJv9o6yv82ZboPAjtOm8gy2SsZaHBKZCA0hgYQbk-WQGQnJrD0uZNJnkw=w600-h450-p
쿄라멘(Kyo ramen),2년 전,soosung KIM,https://www.google.com/maps/contrib/108925724721967140881/reviews?hl=ko,리뷰 13개 · 사진 11장,별표 5개,농도가 아주 진한 돈코츠라멘. 맛있습니다. 주말 웨이팅 많음.,https://lh3.googleusercontent.com/geougc-cs/AB3l90BBd2rZgN-C_zBivFDoEJFr6QEh1dSRr4l_5kZgrQEkM2uXb6uX7ubf6-zKkyi29A6KyyIl6BqlZz42OBkMKMfST5BX8ZpqGnTXMmHu8YUeMOMREOCBYDTgU_GOX17ruIpFU_k8ag=w600-h450-p
쿄라멘(Kyo ramen),4년 전,현사 (P),https://www.google.com/maps/contrib/103688826459395117524/reviews?hl=ko,리뷰 3개 · 사진 2장,별표 5개,"일본 현지에서 먹는 맛이랑 매우 일치하고 맛있으며 진한 국물이 정말 베이스입니다, 재방문 의사 100%",https://lh3.googleusercontent.com/geougc-cs/AB3l90AY26XK5imhHSfr07kychxc51ewC7Ef5r6nM-1j1-Z-Rvdi3FOTfR6-bVNoUQviXXoPxV4zXpbkvGFV4ErtjkRCaqU9D7mFCe6M6AYsBuZwjrKHVTsO3SG2EOsQHvEPJqPhtK1uuA=w600-h450-p
쿄라멘(Kyo ramen),2년 전,노윤형 (타이드 프로덕션),https://www.google.com/maps/contrib/100923862685129570164/reviews?hl=ko,지역 가이드 · 리뷰 10개 · 사진 10장,별표 5개,정말 맛있다. 돈코츠가 한국에서 제일 맛있지 않을까,https://lh3.googleusercontent.com/geougc-cs/AB3l90BYBCWWLo990fBBUoBLbxK2m53spvszhdLibucIudOhuSCsMnDtTBYy8I5jLlsFDdlEw0lE595ED5NPj4y-7OI5oQ_OYiE2Ch_ApuA6nKwexAERRMNS9Jy29BdAJyFvTzjIo4WUag=w600-h450-p
쿄라멘(Kyo ramen),3년 전,Green Roran,https://www.google.com/maps/contrib/113942184716282198780/reviews?hl=ko,지역 가이드 · 리뷰 149개 · 사진 26장,별표 4개,"솔직히 별 세개 주고 싶음.
라면맛은 좋음. 일본 본토 라면 수준.
꾸덕하고 한국인이 먹으면 짜다고 느낄수도 있지만 원래 일본음식이 짬. 일본 라면 먹고싶은사람한테는 추천.…",
쿄라멘(Kyo ramen),9달 전,cache,https://www.google.com/maps/contrib/116951231304558072941/reviews?hl=ko,지역 가이드 · 리뷰 128개 · 사진 195장,별표 5개,메인인 돈코츠보다는 츠케멘 먹으러 오는곳,https://lh3.googleusercontent.com/geougc-cs/AB3l90CkbFUzbmr4npKkHynHlcA-uWaTNNrZBA14bRSv8AIgdbXGGX7Ht_aLEop2r8tzXO1i4gUtmZQqBI7N1LFc2Nn98BXZ_cCeA6C4rSubXF3Zsch8YfsdP7XywyYJqtWrGLeSpcqF=w600-h450-p
쿄라멘(Kyo ramen),5년 전,Malik V,https://www.google.com/maps/contrib/115384245932646183507/reviews?hl=ko,리뷰 6개 · 사진 4장,별표 5개,"한국에서 먹을 수 있는 하카타 라멘 중 제일 맛있는 곳
찐득하고 묵직한 돈코츠 육수, 단단하게 먹는 면의 조합이 너무 탁월하다. 후쿠오카에서 먹는 라면맛과 거의 같다.
단, 돈코츠를 싫어하시거나 걸쭉하고 진한 스프를 싫어하신다면 호불호가 갈릴 수 있겠다. 그래도 제대로된 하카타 라멘을 경험해보는 것 만으로도 가치있는 곳.",
쿄라멘(Kyo ramen),1년 전,Hankil Jeong,https://www.google.com/maps/contrib/117401687931822987456/reviews?hl=ko,리뷰 47개 · 사진 92장,별표 5개,츠케멘도 라멘도 넘 진하고 훌륭함,"https://lh3.googleusercontent.com/geougc-cs/AB3l90CDXHxDz_5zZM0knjUr4_M2K0ICrqgd3hD5V1Kjv2kJc7Uwc4uTMTdvb6DOkKFsHauJAH_A98JKma3qpIdY7eByU54-5w7YwpQE7kVX7G_YKo25Mo8vWR5LHD_Br7HU5NN2FD08zw=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90BEt8hZDZHk9mk9HoC8rZw5Tbj6WYyC9tVnPutuGzHar8eH96EOzY2iIzVOLURe_cpN4yo25Lj1ZD0pJmNQkw5p2dA6YEAbo9jLjJFHfFlTjRw04yA_JuTfP-WdctzCrp3D1V5G=w300-h450-p"
쿄라멘(Kyo ramen),1년 전,Kyu-yeon Kim,https://www.google.com/maps/contrib/112153514373290412373/reviews?hl=ko,"지역 가이드 · 리뷰 587개 · 사진 3,137장",별표 4개,간이 약간 센 편이에요! 넘 맛있어요~~,https://lh3.googleusercontent.com/geougc-cs/AB3l90AwpaZjI4rBynkPixlofv04hzvnEivoLWhCmcuh96m6L6XPdBtQ7erjxewMglEqt7PMxolCa5nIA5jmV9rnykWdYfFbpFxTIAlS-25LYgjVm8JtsbZ4WCJqyRBcUow8UN3vjwFn=w600-h450-p
쿄라멘(Kyo ramen),2년 전,JAMES PARK,https://www.google.com/maps/contrib/117091749148829412417/reviews?hl=ko,지역 가이드 · 리뷰 137개 · 사진 184장,별표 3개,"오랜만에 방문이라 제일 시그니쳐 기본라멘으로 시켰습니다
인기가 많아져서 스프가 많이 라이트해졌습니다
간 뿐만아니라 묵직했었던 스프가 라이트하게 느껴져 그부분이 제일 아쉬웠습니다…",https://lh3.googleusercontent.com/geougc-cs/AB3l90DchUF2La5BtYzdUDhpaxVmhzY_zwy4MezavJtkRm94-8gllQDD5IroFpshKl1Kg9z3vvDl4B-ZIrBEDN3DWdu5iTOe5sBkg85v7tob7R4q1ZirP4osTUxWsIE2FtkW7eW2krG9Eg=w600-h450-p
쿄라멘(Kyo ramen),2년 전,minji jo,https://www.google.com/maps/contrib/114172802666658676567/reviews?hl=ko,지역 가이드 · 리뷰 104개 · 사진 264장,별표 3개,츠케멘 면도 맛있고 다시마식초 진짜 무조건 뿌려서 먹어야 맛있어요 ㅋㅋ 다만 츠케멘 소스가 좀 비린편입니다. 멜젓 이런거 좋아하시는 분들은 좋아할 것 같네요 ㅎㅎ,https://lh3.googleusercontent.com/geougc-cs/AB3l90AuIYj8uEOtoHlvqg2Vk6kkn6X1BGUoNpCx_McsbRmRoSUOd53DxizkaUkMjmDRKO975rChB0WSoAT9kKg6zYSBqiqlK2Kjrdvg1zlg3XfQxve3MAVEYhN1CHmom_3UcIlrcNRbjA=w600-h450-p
쿄라멘(Kyo ramen),4년 전,마카롱성애자,https://www.google.com/maps/contrib/105828620927590857927/reviews?hl=ko,리뷰 6개 · 사진 7장,별표 5개,요즘 일본여행 못가다보니 일본의 맛을 그리워하는 사람들을 만족시켜주는 맛,https://lh3.googleusercontent.com/geougc-cs/AB3l90AK7ZUqgBsHLNLSGUaTkwHQExUL_yDJcvwYh_xzCdMn-cyw-mL2WkyRMH2jMXF7arZeTxmqrIkc1-bodeO7CMw3Xrwrq5VLnB0kKglg8cp6dcJrOwjGZS5u4f3W56AlCUIxnUEmlw=w600-h450-p
쿄라멘(Kyo ramen),4년 전,삼위일체악귀,https://www.google.com/maps/contrib/103829307037857820663/reviews?hl=ko,리뷰 5개,별표 5개,진짜 돈코츠의 국물이 걸죽하고 느끼해서 호불호가 갈립니다. 다만 정말 느끼함이 강한데도 면의 짠맛이 그 부분을 조율해 주어서 밸런스가 좋습니다. 라멘의 국물이 걸죽한걸 싫어하시는 분은 아무래도 피하시는게 좋을거라 생각들지만 그 느끼한 부분을 불편하지 않게 생각하시는 분은 분명 만족하며 드실거라 예상이 됩니다.,
쿄라멘(Kyo ramen),3년 전,SUNG Y. BYUN,https://www.google.com/maps/contrib/100322897587777509368/reviews?hl=ko,"리뷰 1,598개 · 사진 68,898장",별표 3개,"좀 짰지만 묵직한 돈코츠라멘의 맛은 괜찮았다.
주인의 친절함이 좀 아쉽다.","https://lh3.googleusercontent.com/geougc-cs/AB3l90AeK2WODlCM2fUvUtfVSye-eSAMmZD7YmqFMPdB2XXBOwvauxLf9Vn2XmMe5LmqHYFh39RQGxsTWa8KZ09PZfBUUvIuK4sKPs8U5jmIUFeVgH2XpeLiCFF9DAd4R_WXFUkmlIlssg=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90ByGH-dRuss5fi1XFkDV-Hj19v6covqOl7Z5gTDPbowyVCRrC_t6ZqC1p69fUlNT0ocRrYWWkl3FfrJuTCYMgW2nN9F0mSnqKC8Ozq6yHjjhQHn5q88xIQTUo8tzyqsUIXkBW6I=w300-h450-p"
쿄라멘(Kyo ramen),4년 전,Personal Jesus,https://www.google.com/maps/contrib/111663597461808607045/reviews?hl=ko,지역 가이드 · 리뷰 39개 · 사진 33장,별표 5개,돈코츠는 개인적으로 여기가 전국최고라 자부합니다,"https://lh3.googleusercontent.com/geougc-cs/AB3l90AqFSb_5wGmdMqz_loqbOxMM840SJc9cQSlkDqLSBfZkH_HBn2Sg7UTY0A2L9T0oOArsoVFEKBvw4TDUq7sOgoV1uEkq4aCrMxYQK5RwQPSvHpfAxCFWhku7VbhdQkzlOJlFaE=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90AAICSmfgf5TD6TG3LpbqOKqXxoxl7yvQjji02yr1tLllrQiSSSEm_fFmKks9Hkpbst6YaRZS-hPo1wpEJSooe96bwfroXH54ZNEDo95PVCg5xDehHi06g3aTu4mLCmEvsBVsGFSg=w300-h450-p"
쿄라멘(Kyo ramen),4년 전,이우영,https://www.google.com/maps/contrib/104835644259407044338/reviews?hl=ko,지역 가이드 · 리뷰 288개 · 사진 117장,별표 4개,진한 돈코츠 라멘. 닭칼국수를 먹는 듯한 기분이었다. 가격대비 양도 많고 차슈도 3장이나 줘서 기분 좋았음. 웨이팅이 꽤 있어서 그건 아쉽.,
쿄라멘(Kyo ramen),2년 전,ㅇㅇ,https://www.google.com/maps/contrib/104105807454329709575/reviews?hl=ko,지역 가이드 · 리뷰 148개 · 사진 138장,별표 2개,"걍 자기들 꼴리는대로 장사하는듯
쉬고싶으면 쉬고, 가게 닫고싶으면 대충 '재료소진' 걸어놓고 샷따 내리고ㅋㅋ…",https://lh3.googleusercontent.com/geougc-cs/AB3l90AHo396ADYVOHTzlvfKd4BuRJsaD2Wg0k94WP9FTha9qvf1ciOyhszRkvsItp8F-Fpo4cHYY2qDDcCx_nVVLKCOIuNSB0JBsqLL30izPpZFQnR1ulb4V9jLaWUVVb01WWI1lXqGmw=w600-h450-p
쿄라멘(Kyo ramen),2년 전,Dongsuk Yoo,https://www.google.com/maps/contrib/118081466514121353280/reviews?hl=ko,지역 가이드 · 리뷰 110개 · 사진 515장,별표 4개,군형좋은 맛있는 돈코츠라멘입니다,"https://lh3.googleusercontent.com/geougc-cs/AB3l90DzrS2PrgSZv16ugyEq4mj9Ert7A77iwF69deGYDnXKQicbPdJdhD5848xSZBkFVE2GeLu-WHCpnsSSh17yhpYDOovr2CXZ_UnM9XZT06YsXIdFskWsi7fiq06AME7U1t2KshnH=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90B5gbdrgEJ47lvtB5jgvTtj9XMY1dKapCxxs5Fmew3f0P5Fe30xTWoM1Hab374kPoXMkeTB9aUP2lxN4RtinZ1pdTr99q1x532X9Cb4VbTUgf1-5LcNIn7pDEAJ7Gd2vs_3DO-j=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90Ck-UWALOXTJZwknQmp19ENM0-3KzhuanBW3engjSjEuJZuuRwg5qrCi9rEG9pS30GZ8aHFwqWYNaWxR9-nYeAr3Qi0J3mRL8et94aZqELjtxPd_QzoFb1-ymeoDbAKNSoCmk-wSA=w300-h225-p"
쿄라멘(Kyo ramen),4년 전,이동훈,https://www.google.com/maps/contrib/110366524044046354899/reviews?hl=ko,지역 가이드 · 리뷰 44개 · 사진 114장,별표 5개,육수가 걸죽하고 깊은 맛이 나서 너무 인상적이었습니다,"https://lh3.googleusercontent.com/geougc-cs/AB3l90CzGX73pEyKSt4LzW6ajjaA8cuxxabgSrVmKeTIJOpJ6mdIfVrLuyaiDSDF4reWSJ_Eh8C---AFPBs1SzoFFq7vJ_80i7_timc-FKrN2n8YS4XUK4APYXgD5AwVrhSPv4xh5f95=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90DranFNWfraSOJrO3x_HGZWUDduvhVdu58bylPnffTuNrCJ2xAn2Yq-_yCLJoLU9Fr7RiMY21Q_BL7mVpYC9lllo91VXk59iprnIQTO-Ds42-DLyxoqj4ilBkzRLq5jDeE60R8c1Q=w300-h225-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90DlZq8n7EQkm_UER1LjyBvKr2EION83b_chBI8xeItv9BWNmhyF6fftQeOWl01HpAVqW8LG6UW6jRw8LowiXZu5kl7YjAQ8Lm63mgtFju29JdYYDZtKTNa74TH8M7ntSN1irm6m=w300-h225-p"
쿄라멘(Kyo ramen),2년 전,호니버터칩 (호니버터칩),https://www.google.com/maps/contrib/105176420786776982521/reviews?hl=ko,지역 가이드 · 리뷰 302개,별표 3개,"맛없는건 아닌데 내 친구도 그렇고 저도 그렇고 이상하게
이집 라멘먹고나면 토하고싶음 돈코프의 느끼함이 아닌 버터의 느끼함 같음 진짜 돈코츠 매니아인데 먹고나서 속이 안좋은집은 처음
맛은 또 생각보다 괜찮은 편인데 뒤끝이 안좋아서 별3개",
쿄라멘(Kyo ramen),4년 전,욱,https://www.google.com/maps/contrib/106791733426500683947/reviews?hl=ko,지역 가이드 · 리뷰 72개 · 사진 12장,별표 4개,면발 탱탱하고 육수 정말 진하고 맛난데 살짝 느끼해요,https://lh3.googleusercontent.com/geougc-cs/AB3l90BshHi0oGFnBNdOQHRQAjTv9MpB56HKdFySicguMVSzvEwHxRA3SiDR3c-J_YqJFnLXt7COhFu7MbcG_S4ZaQmdkksVnnMB1QQPbOaMc8uTj6zP7uQxlCmMSEaiSSUioT2bC3Dz=w600-h450-p
쿄라멘(Kyo ramen),3년 전,HYUNGSUK CHO,https://www.google.com/maps/contrib/106656374608935370136/reviews?hl=ko,지역 가이드 · 리뷰 63개 · 사진 95장,별표 4개,걸쭉해서 맛있게 먹었는데 살짝 텁텁한 감이 있어요,https://lh3.googleusercontent.com/geougc-cs/AB3l90ByHEpi0e17Py31yeWGLz9biW94ny-0P3w3JEZxCDdrwq-4x34qBiOQz_yDVIG1JllDnmuLlo2-cXSdIJWArE9kfU2m1_1l49cMchA1c5lo06cH5bPotPXM76RIVc1ssglRHac1=w600-h450-p
쿄라멘(Kyo ramen),4년 전,구지환,https://www.google.com/maps/contrib/117418341884855229336/reviews?hl=ko,지역 가이드 · 리뷰 22개 · 사진 4장,별표 5개,지금 홍대에서 가장 제대로 된 라면을 맛보고 싶다면,https://lh3.googleusercontent.com/geougc-cs/AB3l90DF2wCpJTuuBKCsXnOHEV8k1UG6pfShA_Db9pEV9zSmVzJdBlnNlqD2etabwGXWLAqAQFPw4eSA5_v0FMXbzNS-456GAe_JILS1suXIA-gyxdCXUoIfNOjnctHtXngmNgIbvlEW=w600-h450-p
쿄라멘(Kyo ramen),5년 전,のもの,https://www.google.com/maps/contrib/113074176900037447522/reviews?hl=ko,지역 가이드 · 리뷰 30개 · 사진 3장,별표 5개,리뷰없길래적어봄. 진한돈코츠라멘의정석이다.,https://lh3.googleusercontent.com/geougc-cs/AB3l90DlMjrwgbWKd-T3Zhn0W-Uzw_FMBAABpehSZe7oB_MYXQnVct4zJ6MyzPE9t_4w5c7MsP6krkI8q-PfkoW4dE10-nGdKkBJQCIuWmfB35_XyJHjt5MS51fDJTYUsbx4nczfU1Vj=w600-h450-p
쿄라멘(Kyo ramen),3년 전,임지섭,https://www.google.com/maps/contrib/104443449134117192899/reviews?hl=ko,지역 가이드 · 리뷰 23개 · 사진 6장,별표 5개,츠케멘도 일본현지맛이랑 비슷하고 돈코츠도 진하고 맛있습니다. 하지만 몇번 재방문 했지만 할때 마다 웨이팅이 길어서 다시가는건 고민이 필요합니다..ㅠ,
쿄라멘(Kyo ramen),4년 전,GENE (눈 없는 새),https://www.google.com/maps/contrib/104233846246819177195/reviews?hl=ko,리뷰 7개 · 사진 1장,별표 5개,"매운맛시키고 덜 맵게 해달라고 하면 좋습니다.
남자 둘이면 면사리 하나 추가해도 좋습니다.…",
쿄라멘(Kyo ramen),1년 전,즐거운인생,https://www.google.com/maps/contrib/105275885432220265763/reviews?hl=ko,지역 가이드 · 리뷰 67개 · 사진 47장,별표 4개,"중간보다 못하는곳이 많기에 여긴 먹을만하다.
그래도 일본만큼이 아니고~
돼지냄새 조금나고 면은 뒤에 떡지다.",
쿄라멘(Kyo ramen),3년 전,Jinseok CHOE,https://www.google.com/maps/contrib/116328453941331071202/reviews?hl=ko,"지역 가이드 · 리뷰 125개 · 사진 1,271장",별표 5개,"매우매우 맛있는 츠케멘
돈코츠도 유명함",https://lh3.googleusercontent.com/geougc-cs/AB3l90BaMt42LyiXMLRF8eLmwB5w1cqE-d4xpXWjsy-b1r0f5XotEGgG6-jFejkPXpicwIcZX9r4H0g8zuTtCu5_bX0AXHUJIk_kas8U_OZOExjQ5U3cXaLbYTz5ylWwnL1iaRpHTJ57=w600-h450-p
쿄라멘(Kyo ramen),4년 전,James Ahn,https://www.google.com/maps/contrib/114740496557198605916/reviews?hl=ko,지역 가이드 · 리뷰 85개 · 사진 89장,별표 5개,아쉬울거 없는 완벽한 맛 다만 너무 깔끔해서 여운이 안남는게 저는 아쉽습니다.,https://lh3.googleusercontent.com/geougc-cs/AB3l90Cs6yyn_4HPw4aP2ofwTs2U7AS18NxWxl3p2iU7QtirAH_sD9kjEMnw1hTzTHk9Egp75tJd72Udr9NO-M8rt-8k1AALUqT0qnpBcNupVVZz9LSdck8CSY-66_n2VZdxYCTZwKTv=w600-h450-p
쿄라멘(Kyo ramen),1년 전,Rumen ahn,https://www.google.com/maps/contrib/108205815979262858546/reviews?hl=ko,지역 가이드 · 리뷰 31개 · 사진 18장,별표 2개,솔직히 맛없네요 이런게 맛있는분들은 일본가셔서  드셔본것인지 아니면 그냥 국밥에 들어갈 육수를 원하시는건지 모르겠습니다,https://lh3.googleusercontent.com/geougc-cs/AB3l90DW883GwOrmiG5UMKQ05dSxHvXOQ7iS9B8EaIRYQLEHGxSVuN166cfvSczyD4yTFOQ6j3CypmiI5Ws22DJJkuykjbFbcdhqJp1khi1bQrTtluryNtsXgDcNdHTygxiSC3sND4_pBA=w600-h450-p
쿄라멘(Kyo ramen),2년 전,이일형,https://www.google.com/maps/contrib/108382419779707187615/reviews?hl=ko,지역 가이드 · 리뷰 124개 · 사진 418장,별표 4개,"약간 느끼할지도?
식초랑 마늘 추가하세요",https://lh3.googleusercontent.com/geougc-cs/AB3l90CSXvWAR-BqlRybeM6AqA-VwPkF11gjuiaxGjjMQS83Ewfg9JeKgY1rklBJiLQnSZMVWD7UnbiipFttMZZoN9YPYaSe4YVC0h2zWekpp1E88In0BsqjxfL4XWhIMHyErVMKJiG0=w600-h450-p
쿄라멘(Kyo ramen),2년 전,Wooyeong Lee,https://www.google.com/maps/contrib/103798380108526299029/reviews?hl=ko,지역 가이드 · 리뷰 325개 · 사진 723장,별표 5개,연남동 돈코츠라멘의 최강자,"https://lh3.googleusercontent.com/geougc-cs/AB3l90BV9NPpWWW2WFhPq7nIfOGCin_7Yjq2JZNHHuRVpHC9cX2qv_3cO0_bA95RtBHs6x4WaVNrmwbS3iKLbxqxMYrI3qUE6akfJS-P7d4dkRnjcOSROOidcZo-dbBNkPoXo6ntwawkkQ=w300-h450-p, https://lh3.googleusercontent.com/geougc-cs/AB3l90DguC0tGCbUzsLsZuEmEOwkcjbSZ9cau1R8kGfKAh9P3PBF8sWXMvywVpI9DfAlpevdT9GJhsRKMQrw96ghjk1bW1ON0787ivFUMespHloqM8srw1x8mePGBkEKq4Lc9wEWJyyw=w300-h450-p"
쿄라멘(Kyo ramen),3년 전,신원교,https://www.google.com/maps/contrib/101170558491375825457/reviews?hl=ko,지역 가이드 · 리뷰 28개 · 사진 15장,별표 5개,"돈코츠 쯔케멘  원탑 입니다.
두 메뉴 다 드셔보세요
가격도 착하고 양도 많고…",https://lh3.googleusercontent.com/geougc-cs/AB3l90D-bLOlgVIt_Y8mvhxyOt22PRCj0g9PETI3LG7l9xefASML2yxeUxaLXz3K6sjXyRc3AK1PQVIn-J41BCQE8HML4soN3tZQM80ykJkFp220g__bD1oJC_31dfnzqM8Fjzbo1D30gQ=w600-h450-p
쿄라멘(Kyo ramen),3년 전,JINSOO KIM,https://www.google.com/maps/contrib/106163280383558680467/reviews?hl=ko,리뷰 5개 · 사진 6장,별표 5개,"라멘 사진때문에 또 먹고 싶어졌다.
오픈 쯤부터 대기시작했는데 1시간 정도 걸려서 간신히 입장.",https://lh3.googleusercontent.com/geougc-cs/AB3l90D0rc7gYYGS9yz0XGYtoc4ejUekF19_6jb-T_3hygGo2YVkFd2HnsKxkU_wPx6tTm-F2NCQM-djxLKss-B7Qhf5bhUngAhlQ87FYhx8e18crgUrF4IVFBUhT1KStjiwfAZzp2zWrw=w600-h450-p
